mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-01T07:35,3402784,3835829,3653583,2393107,4606878,4105439,2797585,4431011,4265957,3402146,6344012,3578012,3449937,4140431,2578455,2471696,3458598,3998745,3515840,3772946,4119158,3712436,3613124,3618721,3371918,4142656,2663142,3300750,3351681,4028735,4024283,3252959,3445204,3935893,4726835
2021-11-01T07:40,4078645,3802740,3366419,2560600,3497031,4304153,3412658,3221980,3093214,3395013,4559432,3351604,3909675,3022279,2807154,3390226,3237586,3708283,3262635,4315508,2970326,4623184,3597475,4964656,3489635,4189484,2260275,4243591,3616190,4293345,3706221,4279487,3912011,3720108,4027205
2021-11-01T07:45,3864578,3811658,2984955,1794966,4209043,3724648,3307307,4000611,2301609,2280985,3214912,4620925,2890179,3693960,3118155,2555523,4739059,2565040,4066015,3960618,4242820,4099044,2596674,4120240,4169749,3209571,3602347,4077019,5024340,3884164,2856424,4680297,2580490,3263281,4145376
2021-11-01T07:50,4768391,5361456,4134202,2506419,4038808,3521736,3870805,3305959,2888392,2589020,3261036,4116961,2439709,3524069,1849506,3135088,3315897,3372807,4598074,3287650,4128611,3824456,2680054,2117844,3702819,5386981,3581892,3861453,4248580,3458197,3534993,3062650,4702877,3138336,5010203
2021-11-01T07:55,4277853,3983352,4156462,3511886,2373472,3678219,4004311,2842852,4148307,1918087,3389939,2699044,2737206,2288546,2876246,3461941,2911499,4362113,3124939,3881034,4076179,3289919,4363144,3999530,2888369,4341290,2557272,3681212,2381700,3500095,5220556,3215072,5076317,3402278,3579084
2021-11-01T08:00,2521321,4130132,4447521,2266306,4079000,3414735,4794289,3325259,3962614,3741296,4745713,3877336,2855044,4180687,2682789,3035347,4095665,2274375,3869836,1811247,3839174,2968072,2520130,3118866,2194003,2488325,4068533,4718969,4613113,3553420,4048039,3420164,3797359,4167637,3807625
2021-11-01T08:05,3610231,3709433,3221503,3963909,3944434,3648854,3629106,4564311,2379940,3095041,3482941,2817744,3761167,2894691,2365487,2955547,3683545,4104883,3722994,3747017,3637278,3031460,2701007,5115263,2971473,4190695,2610751,3202383,5704122,4378989,3648545,4016152,3530169,2474900,4882846
2021-11-01T08:10,5088019,2395502,3494776,2566047,3789046,3177420,3704617,3129376,2738087,3404162,2782215,3854855,2686449,3866513,4385780,3663871,4024757,3790930,4278632,3666991,4766203,3947945,1905833,4250990,3404589,2791988,3043498,4298204,3467582,2358371,3820250,2612512,3964205,3752437,4093702
2021-11-01T08:15,3635422,3338214,3318230,3615917,4611350,3200939,3580454,3662627,2562438,3970870,3342232,3285994,3489831,4368724,2608462,2622349,4107739,6048430,4546106,3185625,2416223,2557240,5172780,2295952,2883244,5318935,3330214,4360923,4598310,4927604,3852872,4107578,3709276,4650479,3956966
2021-11-01T08:20,4165360,3263142,2389201,2166898,4528287,3794861,3989879,2585374,2911499,2312137,4602464,3421175,3917287,3595132,3649988,1389800,3603626,3670579,5283333,2693363,3345721,2877527,4318468,2440144,3377555,5223690,4737881,4929449,4304633,5497078,3660200,2673622,2453738,2401107,3800365
2021-11-01T08:25,3064061,3894341,5052273,2300453,2477857,3738018,3184550,3910202,3289457,3415466,4023771,4542668,3123991,4408614,2166702,3117834,3569383,4337919,4256380,2865539,4865453,2603207,3184507,3222396,3539755,4161485,3508837,4594630,3506422,3300281,2689929,3869209,3914916,3468025,4824708
2021-11-01T08:30,2870115,5240654,3060844,3538774,3739523,2620625,2313491,3568793,3751100,2888979,3627402,4558641,3249927,3121554,2964367,3245856,3773973,5132107,3321339,3886105,2971958,3059578,3956274,4956651,3208916,4761581,3738755,4819176,4062924,2898190,4846664,2578744,2579828,5260781,5256009
2021-11-01T08:35,3101673,3551143,4443190,2920993,4806853,2463197,3162221,4381142,2538731,3617830,4770827,3285696,3323039,3662196,2912440,3526355,3065402,2606706,2921196,2506110,3533260,3427567,3222389,3229675,3757683,3450246,3628617,4462954,2978483,4245503,4218739,4308462,1972269,2840993,4543369
2021-11-01T08:40,4156233,3756582,4410641,2719466,3985203,3215836,2514443,3866127,2087931,3483952,3315411,4712815,3331733,3158896,2980528,2964777,3743354,3313754,3811242,2735815,4612699,2674820,2800863,3838418,4218032,4998835,1414694,4434280,4811228,4349160,4045474,2995866,2205822,4262281,4234475
2021-11-01T08:45,4721540,4846786,3387717,4186421,3149833,2485716,3091467,3808039,3770587,2913168,3924432,4918175,3040982,2512086,4923964,3080334,2815959,3598405,3932574,4023767,4083788,3067924,2911638,3592056,4091743,4124162,3741373,4295737,4106101,2454802,3163663,4243898,2488665,3075798,4338672
2021-11-01T08:50,3496143,4154788,3019630,1819270,2778057,3434793,4663769,3433756,3047854,2012518,2902064,4572203,3979712,2193553,2334448,2414369,3736360,3833535,4264895,4197958,3946578,2218339,3065010,3519730,3486441,3803654,3766192,3463830,3362099,4644542,3706540,2831245,3337120,2661300,3358418
2021-11-01T08:55,3337282,4173931,4245282,2720221,3694601,3786967,4163169,3457026,3120717,3238312,3228745,4365054,2543409,2861778,2514157,3929611,4500108,3425602,4195485,3298904,4528867,5020979,4070632,3758679,5444548,4494358,4358789,3970949,3160488,4391673,4407485,2551403,3162970,3788670,4522246
2021-11-01T09:00,2755602,4057886,4318683,2028237,3289548,3480595,3544720,4180366,2973409,3584737,4319220,4137554,2176187,4815323,2619343,2935331,3462964,4013144,3385274,4094773,4058120,1915290,3240537,4005796,3317668,4210986,3008562,3315121,2601499,4757545,3608451,3574052,1690830,3400302,4168916
2021-11-01T09:05,6323781,4861777,4025899,2157021,3735048,3240232,3799802,4164117,2586125,2802017,4104102,3965869,2762338,4010828,2470227,3141372,2941799,4109965,3096943,3304360,4959758,4443185,2850862,3741607,3165004,4195770,3841770,3743529,2638045,3566987,3018132,2956102,2159228,3086816,4376276
2021-11-01T09:10,3935993,3615928,3482728,2287607,4604470,3452740,3220815,2260212,4128148,3385452,3789565,2950424,2215826,4114923,3606834,3621979,3094336,3624964,3073171,3829741,2311403,3779865,2551449,3619513,2738104,3666969,2300006,4404070,3375774,4286096,4201919,2870835,4099223,2668057,3887830
2021-11-01T09:15,3639664,4009429,4319698,1800094,3309052,3213627,3262115,3590397,2378175,2616716,3506362,3557757,3839131,3524070,1934961,3029399,3532133,3530178,3715196,4900129,3956530,4427899,3906301,4581567,2918847,2560640,3512689,3840438,3607033,3129949,3487310,3072207,3003092,4621183,4366200
2021-11-01T09:20,3135155,4346501,4191376,3234850,4528464,3233767,2993990,4139067,4748396,3614094,3577284,4128059,3469292,4139217,2375939,2951649,3452661,3514504,3620227,2797879,2706905,4448778,4936445,4132836,3204964,4751544,4083595,4584975,3941151,3094027,1939536,3574344,3996468,3673664,4346269
2021-11-01T09:25,3142814,3585379,4372605,5054143,3537101,2566272,3363046,4125852,4038688,2725278,2973423,3459390,2793372,3885473,2725186,2713393,2803482,4206902,3795992,2636558,2492713,3180246,4008148,3727196,4496607,4667588,3496430,3151072,3385157,3180091,4548262,2841342,2910526,4092199,5248308
2021-11-01T09:30,4185642,3936840,4664321,3021312,3744773,3136916,3825875,3020501,2451638,3322757,4395172,4071693,4114329,3124355,4374990,2977846,2076032,4533525,4768828,3234546,3875855,2635227,2045444,4812763,2939890,4040251,3784275,5253611,4528311,4714688,3789161,2160550,3212866,2926196,4739772
2021-11-01T09:35,3556341,3456703,4365803,2594825,3788735,3881602,3523556,2760516,2475711,2891917,5298724,3144523,4694395,4009001,2823487,2361050,3570164,2812446,4718268,3347044,3495349,3127704,2778213,3997037,4817946,3936263,3080902,2557551,3451766,2888275,5087409,4315598,2944496,4646835,5254305
2021-11-01T09:40,2707843,4248719,3548779,2800011,3734701,3802817,4052064,2457464,2680778,1132774,2766937,4220327,3248254,3771721,1905748,2149233,3284488,4242403,4104958,3359784,4232863,4497587,3530844,5324572,4477457,3568776,4564434,5548851,3845188,2999879,3466001,3600005,3189225,3362060,4612475
2021-11-01T09:45,4283583,3705618,3179203,2611610,3866066,3812270,2497204,3431551,2239531,3681777,4350994,3584719,3263744,4028054,2521810,2971411,2998316,3285372,3792441,3157648,3499588,2747418,2972555,3889105,2954931,5209832,4551371,3414050,3527179,3539409,2588728,3230037,2981566,2892875,5215226
2021-11-01T09:50,4128015,3143723,5313205,3796843,3853135,2797574,4639711,2792202,3946612,3984302,4106442,4694099,5098124,2457267,2729551,2925379,2553605,4020408,4833148,3596838,4474911,5610373,3309984,3444756,3199762,4135419,3272756,2615181,4433063,3242083,3813719,3428806,3051798,5492128,4114936
2021-11-01T09:55,4266012,4293910,2958364,4339327,3515439,2322390,4004988,2840206,3264131,3058986,3404174,3172890,4049724,3140133,1709068,3473202,2669262,2879397,4773369,3016942,2857504,3742099,3259669,4367932,4528438,3258395,4438789,3492763,3039379,3200949,3330094,3867185,2606811,2670298,4655389
2021-11-01T10:00,2393654,3355161,3211263,3247235,5023525,3460635,3995113,4097341,3638515,3855387,3658209,3315672,3443089,2939423,3618742,3642535,3578957,4976968,2760427,3747103,4762536,4453647,3605843,4919455,3481521,3614404,2674069,3352925,4198588,2715234,4376357,2888559,3310079,3524067,5386789
2021-11-01T10:05,3395422,3791655,4690631,3373881,2968297,3394379,3449270,4436179,2907202,4060121,4655493,3104837,3733458,2893712,2535265,4214449,3136652,1820815,4570292,4348734,3291055,2950990,3934828,5701365,3395502,4362494,3586129,4376514,4582391,2961531,3804210,2422094,3053770,4122902,4547165
2021-11-01T10:10,2979355,4757345,3685760,4219907,3433231,3156352,1934237,3169412,2916966,3392439,4013533,3672115,3233129,3298329,2960243,2598669,3460285,3106224,4620899,4131682,3177912,2947105,4050766,4377666,5240797,4624707,3737872,4821744,4795728,2898567,3731725,3316934,2455967,2441835,4080960
2021-11-01T10:15,4295469,3997307,4589055,2483233,4285465,3003154,3484018,4025574,2413570,3371881,4789660,3812099,3540043,3334272,2337211,2949733,2801776,4112039,3571327,3670584,4360171,3333485,3949492,5436424,3007421,3766817,3310965,3796534,3755642,4637797,4438958,4401408,2021417,4003634,4611795
2021-11-01T10:20,4437053,3241461,4618794,2393559,3035318,3566464,3767745,3672367,3628212,3657983,2990521,4392498,3033438,2552455,2701143,3458274,2718578,3403154,4126430,2619112,3265750,4251439,3596502,4320490,3794486,4120691,3660774,4377807,3356246,3856290,1893599,3395426,3710935,2831638,5251217
2021-11-01T10:25,5017592,4952523,3611041,2847522,4063475,3655834,3092022,3365423,3005407,3949251,3645968,3485952,3799452,3203619,3151661,3055419,3044303,3973551,6352369,2464981,2817907,4367046,3895010,3660622,3124563,4514766,2855017,4510404,4377880,3831930,3795309,3086906,3831479,5090467,4440688
2021-11-01T10:30,4502809,3239673,3595487,3708819,3314295,3342183,5039850,3258267,2469271,4650460,4200515,4072543,4770590,4614643,3086502,2209489,3657689,2240709,2664513,4412891,2898156,4857033,2802034,4690780,4117686,4374913,5270250,3915467,4537467,4382275,3784763,3816085,3115011,3811824,5028156
2021-11-01T10:35,3237881,4095181,5193068,3470466,2944626,3018392,2870192,2256996,2421027,3949122,4008190,2317872,3940417,3118228,2284750,2982627,4378581,4222044,3564901,1660411,5027574,3954730,4137127,4606842,4084100,4391478,3472541,4484110,3587221,3167017,3583463,2930972,3411739,3677787,3704468
2021-11-01T10:40,3705194,4701907,4264503,2500278,3919626,3884967,3097011,3456591,3332705,2918999,3783083,3876029,3382827,5154712,3025590,3406279,2888049,3398807,1562542,3590307,3668193,4801359,3636095,4362307,3291251,3776788,2655431,4025651,3677274,3175496,3632586,4358682,2003216,3327365,4626123
2021-11-01T10:45,3590288,3436256,4909809,2325456,3644805,2786667,3575094,2429807,3840458,2809050,4712087,3784056,3226885,3317142,3470074,3215801,2209007,3426427,3951450,4430438,2579268,2704648,3014610,3141531,4832972,3378957,2605106,3692537,5504213,3147693,3963301,3558709,1983599,3871058,4566099
2021-11-01T10:50,4081903,4466916,4794161,4286142,2013140,3978587,4805197,1444299,2640589,3555457,4032104,3637815,4405249,3510218,2806684,3657563,3584775,4563934,4463408,3330287,3143591,4489223,3530932,4149683,4069828,4554928,3298304,4132196,4185417,4152973,4493096,4340190,2413651,3929266,3285042
2021-11-01T10:55,4370120,3883233,4704605,2851605,4242612,3730812,3424218,4374946,3886939,3932067,4221163,4099111,2689375,2931618,3281908,2484614,3876792,3215868,3937402,3900449,3562792,4096741,5143275,4810098,3460242,4178906,2932280,3681562,3707349,4042996,4671580,4077781,3819803,3446379,4468771
2021-11-01T11:00,3161397,4677453,3344679,3197783,2569797,2991179,2809535,3593592,3684296,3525880,4726886,3383653,4269496,4305197,2902041,3427640,4611553,3699422,4015477,4285427,3734158,2534830,3490551,4765029,4332361,3314755,3508203,3349495,1942125,3172949,3910862,2863695,3729180,3820804,4644661
2021-11-01T11:05,3129110,3996293,3308908,2864344,3382839,2256186,3665684,2072312,2606589,2851768,5094543,3825666,3081059,2829789,2497604,2666039,2898025,3772019,3812987,3711649,3758943,3691130,2954047,4858392,2969789,2739359,2963013,3653394,3474750,3416096,4249557,2161761,3062802,4414028,4907300
2021-11-01T11:10,3049946,2815364,4426626,3414482,4354131,2950676,2100432,2741479,2398045,4215418,3888153,2609353,3915599,4344394,3659400,3527824,3364445,4393581,4158166,4078494,4379591,2944476,2542598,2783677,3153495,5148362,3162574,4008937,4897157,4618553,2945856,2434397,2731561,2656647,4188498
2021-11-01T11:15,4410825,3638914,3805999,1906572,4232776,3342450,3473644,3150226,3399352,2913639,4375016,3357021,2563465,4534747,2891421,2971442,4445523,3911728,3463778,3814908,3014079,2594945,3788186,4834450,3353992,3481380,1961366,3614628,4913882,2350017,2902304,4606180,2082595,2869724,3562484
2021-11-01T11:20,3834006,3713056,4223566,3878399,3002145,3676916,4079772,2546644,2627743,3800372,4243663,3689863,2249571,3441516,3700792,3017950,2615860,4118902,3902511,3427174,3971063,3861858,4182908,4527082,3837786,3501866,2820599,3347063,3920299,3397100,2400129,2772735,3035847,4362477,4304916
2021-11-01T11:25,4767752,5200202,2585594,2704400,4216115,2974249,2819609,2791879,3024442,3270811,3096578,1876041,4483139,3396373,3596309,3310755,4164781,3974147,3493384,3944150,4085989,3121254,3992909,4332277,3284852,4794672,2505514,4427468,4021575,5094505,2576434,2593829,3649075,2906109,3960443
2021-11-01T11:30,3414903,4245924,4051469,3387990,4564067,2630475,2616573,3344527,3455664,3693696,4074882,2464288,2936848,2490568,2721939,3875561,2914530,5519753,2935506,2856331,3507066,2380760,3110227,4234409,2957270,2108655,5416844,4315389,2718389,3151264,5302427,4757469,2170274,3722197,4494102
2021-11-01T11:35,3866487,3496370,3498718,2594522,4397186,2886250,4213978,3147174,3031212,2693822,3907872,3237544,2730675,4755326,3656658,4069522,2647232,4703149,5481703,3889192,5081756,2275960,4910570,5047452,4257994,3577575,3499656,4112166,4547377,3517333,3898482,3470047,2651250,3779680,3397610
2021-11-01T11:40,5955354,3382577,4334729,2926796,3218921,3088400,2485321,3082788,3261448,3791652,5176413,4250600,3289860,3098930,3451940,3549290,3698397,3327136,3990811,2916755,4010281,4596100,3853973,2853364,4051379,4396272,3719492,4038153,3687719,3461016,3339503,3627101,2872310,3037248,5521535
2021-11-01T11:45,3280115,3986125,5307788,2301282,3959659,3803122,3411029,3527310,3046299,3919838,2054337,3076791,2986905,3067275,2338127,3716265,4169548,3144793,4198978,3099512,3365425,3281922,3063732,3263506,3652871,4046199,4137523,3757774,3427666,3349847,4848331,3045700,3326276,3992688,4622172
2021-11-01T11:50,3366135,3556347,5279868,3105903,3767170,2337828,5323006,3476461,3573657,3243643,4693648,3494789,2469405,2828398,3062520,3259735,3569180,3347503,3813252,4893024,6116014,2880796,3148050,3436267,3332129,3612422,4011641,3895957,3800842,3537951,3508894,2914856,3280958,3366769,2735963
2021-11-01T11:55,2781118,3368040,3325376,2151505,3238770,3998863,3927909,2992562,2488539,3731799,2446360,2538592,3320940,4576747,3239606,3170659,3856080,4583891,5344950,4194190,3036488,2128331,4154457,2975403,3189885,4124999,3020446,2922689,5388079,3036291,3153980,3111355,3542007,2932902,5219934
2021-11-01T12:00,4060255,2676446,4341254,4028991,3412838,3177412,3020262,2397445,2705682,3549465,5692245,3394422,3496552,3067035,2588008,3818490,4357424,2732926,5341003,3587435,2011613,4388018,2651338,4179542,3761793,3456292,2865589,2725247,4591024,3962378,3009860,3529932,2419987,2394070,4296435
2021-11-01T12:05,3813028,3857728,2928165,3374863,2975989,3628818,4068326,2575601,4057397,2375568,3673334,4436809,4607263,4117909,2854818,3769053,2487277,1626418,4967530,3004447,3782362,5133561,3164723,4064303,3884466,3880600,2936924,4132267,1997719,5393971,3026890,4446588,3370259,2992308,3651816
2021-11-01T12:10,3320339,3839438,3794830,3239083,4447966,3948226,4256070,3105237,2677851,3089046,2952254,3414086,3595799,2946507,3161594,2933215,3704515,2659118,3558763,2942504,4785513,3183151,3901226,3008332,2635166,4225633,4238726,4093699,3806707,3260783,3191456,3475069,2605432,3693418,4249261
2021-11-01T12:15,4982720,2903900,3531143,3776994,3116604,2412592,3551022,3698219,3168687,3125853,3786100,3388854,3148953,3396323,2776612,2374521,4424249,3301211,2700603,3487501,4691425,4775402,2907330,4458853,4849476,3204007,3054554,3205732,4647948,2412145,2277916,3287216,2408100,3602972,5340388
2021-11-01T12:20,3917690,4196866,4381741,2777215,3249380,3361757,3700765,4186398,4799474,3161730,5146487,3519197,4071017,3955694,2003661,2663129,2720768,3383072,4470550,3735290,3747582,2151740,5219048,3989655,4612851,4718380,2469101,4302022,3552712,3948111,3725099,2479395,3058550,2826610,4258991
2021-11-01T12:25,4119952,3454565,3793238,3298402,3660031,3784864,2218315,3446097,3141961,2562973,4762185,2900019,3135396,3261741,4091491,2140431,3603413,3893224,4268145,3008843,4443915,3587769,3640557,3486333,2619363,4916401,1963386,4908390,5176351,3431520,3348835,3682511,2807718,2755582,2803220
2021-11-01T12:30,4740651,4315907,3653411,3701759,3717659,2236992,3929605,2362749,3511429,3140832,2920403,3209949,2379066,3784181,1772811,2499780,2756217,4881152,4531154,3460191,3531333,3516983,3180690,2725563,4268198,5208382,3450292,2654653,1996839,4535802,3466093,3200901,2546186,4048703,3962297
2021-11-01T12:35,3143122,3234705,3862728,3943498,4641091,3618096,4989919,3236176,2364341,2856763,4383638,3818272,3893327,4656831,1525695,1414574,3187171,3286395,3461435,3138085,4653289,3370212,4819563,3200503,4141364,3987452,3747214,4768438,4448853,2976136,3592511,4416334,4134236,4383583,3016232
