mtime,AC,AL,AP,BJ,BQ,BS,BU,CG,CZ,DL,DU,DV,EM,EQ,FK,FZ,GH,GM,HI,HL,IL,IQ,IR,IV,KL,KX,L,LR,N,NO,QW,TU,TY,VX,WZ
2021-11-01T07:35,1010597,3465658,1929478,3873298,2337873,3421682,3780327,1595532,2226620,2650629,2022345,3324461,1986824,2688000,1293985,2145340,1400998,1858426,2375662,2020030,1916742,2844325,3036803,1571171,3481187,3110564,2000377,2072691,1787062,2553682,2392339,1588845,3221168,2367674,2510538
2021-11-01T07:40,1471227,3093057,1968790,2822917,3277275,3418042,2560842,3777678,2886548,1846992,2271794,2277278,3690395,2722860,2613844,1863511,1699648,2852000,2108656,2056071,2182351,2795303,2305485,1896662,3053079,1841614,3104209,2095417,1885715,3316612,3046256,2790677,2545930,2437957,2520802
2021-11-01T07:45,2696052,1757420,3168081,1981341,1725088,2467394,1299801,2562425,1285987,1562985,1796851,1197148,3039978,2889036,3141591,2630976,2597969,2841158,2741116,1899199,2594017,2250391,2595370,3149501,2689836,3628291,1971515,2220762,1912907,2264264,1091033,2683324,2531884,2340067,2177901
2021-11-01T07:50,2315986,2884790,2583237,1591130,2305664,1969883,1214199,3651389,2014566,1998556,2473336,3531098,2714130,2119017,2955997,3069761,1678078,2909054,2241062,1424975,1752224,2646570,3132319,2642539,3848575,1870164,1659671,1660149,1965506,1779619,3068282,2802629,3156567,2237480,2538864
2021-11-01T07:55,1621836,2943982,1725833,3470921,2697392,1817660,2320121,3716471,1745306,2026727,2081316,2298521,3775675,3538547,2246151,1806887,1845711,2350465,2783001,1264401,2956026,1623540,3424302,1960774,2684129,2518842,3293732,2341268,2196250,2293084,1631527,2882599,3200443,1168040,2585049
2021-11-01T08:00,1457633,3685425,1224879,2962489,2427854,2558425,2737536,2463640,2668563,1798719,1575928,1764894,1713838,2366567,2846135,2267341,2051955,2320629,2119074,2181806,1176421,1624933,2274143,1906735,2783594,2259505,1921027,1473630,2737155,2715445,2717653,2779703,2646628,2638177,1371728
2021-11-01T08:05,1503060,2360927,2175168,3049091,2301379,3031673,2572150,2946257,2325850,3114839,2418975,3033613,3761849,2432626,3141694,3104410,1831935,1711992,2402509,2318106,2894288,1652774,2928965,1729633,3632657,1933031,2242271,2792897,2109719,3767042,3742744,2397248,2445602,2706888,2448418
2021-11-01T08:10,3373643,3073733,2395293,2152908,1417007,1730393,3607717,3566410,3198668,1216803,1442406,2016806,2507525,1603521,2355352,2309571,1241910,3053731,1481257,2258133,1433897,1878748,3127571,2791021,2800975,2194769,2689133,2114104,2150077,4133656,3191721,3717865,2812005,3206185,874608
2021-11-01T08:15,1364128,3577654,1941371,1220802,1955775,3641775,3092360,2655577,3904251,1821651,1875951,1634954,2905390,3160938,2169951,3414668,2381574,1641070,2489117,2064963,1334799,2445972,2395656,1581580,3338034,2987455,1973242,3069910,3113145,4064481,2698636,3447366,3941128,3356310,2122118
2021-11-01T08:20,2055517,1118876,2184663,2031358,2304980,3268343,2689402,3449479,3313998,2169548,1453577,1851285,3550943,2401151,2908579,1960730,2481195,2458378,1741601,1231827,2442277,3407017,3937255,1918029,4334058,3050673,2671147,2025359,3056865,3445878,2475120,3502089,2154745,2718151,2746420
2021-11-01T08:25,633260,2412207,3162432,2192087,2240839,2581744,2436884,3885209,2158217,1699456,1443392,1021582,2932824,2854059,3350693,3229912,1980769,1957527,2291631,2755053,2460686,3334065,2058572,1736729,2239012,2926567,1895720,1444161,1998578,2540726,2821393,1243469,2635049,2315389,1529469
2021-11-01T08:30,2494380,2714480,2047884,2247789,2718470,2126706,1374882,3564692,2801526,586485,1171788,1297984,3582860,3056067,2204770,1936788,1914859,1514361,1603088,1903290,1978091,1986118,3024795,2257497,3693320,2032729,2935887,3234455,1847621,2962558,1817730,3877074,2127327,2308160,2661109
2021-11-01T08:35,1938087,1991988,2741103,3401627,1552153,2810290,3614530,3792772,2751486,2438773,1586127,2726419,3213400,3399260,2314058,3251694,1849863,2281017,1700616,2116222,2374689,2465666,2543838,1867559,2348460,2254484,2504459,1763919,1644947,3688708,2271087,2810841,2260307,1496772,2411838
2021-11-01T08:40,3216223,2007657,1735316,3225746,2423999,3411978,2102658,3251831,2448997,2436733,1859266,2592065,2421197,2578669,2468363,3254381,1542148,1877735,1838714,1430100,1461050,2347253,3231481,2174286,1997067,2537841,2049769,2837965,2194891,3484885,2624276,4038560,2970313,1603122,1453738
2021-11-01T08:45,1885864,2006189,1169883,2077061,1936990,2153402,1703835,2527524,1390880,3844525,1477184,2012254,3436154,2996129,2023065,3242091,1292335,2335570,1957003,3493693,1742830,3228366,2453972,1625156,2149544,1782966,2044277,1897525,2253285,3022126,2496900,2817626,2064199,2671583,2203144
2021-11-01T08:50,2268425,1830911,2300990,1943995,2446541,3354786,3722514,1989197,2894060,2544578,1506825,1955328,2621743,2438581,3457446,2343070,1256213,1888124,2842744,2331743,2627025,3417511,2155747,2056386,3179235,2991990,2627524,2153526,2753238,3153087,3731910,3406695,2694690,3485316,2497063
2021-11-01T08:55,2221901,2166231,2320120,2054086,1617674,3747532,2023605,3059797,2419856,3110687,1524360,1921210,2554210,2278195,2216402,3256659,1735310,2075188,2347642,1403530,1780194,2118960,1701863,2358189,2652020,3406732,2324688,1848624,2010155,2349345,2012093,2066538,1474767,2421779,2023587
2021-11-01T09:00,2409888,2192023,2111240,2359172,2022008,2937575,1501349,2999959,2581285,2587424,1690669,2349197,3963598,2075951,2635914,1931200,2107086,2687996,1731096,2185861,2364193,2631125,3600407,2186574,4024740,3047635,3563458,1844004,1853699,1986059,2500603,3392124,3508420,1849145,1264547
2021-11-01T09:05,2423094,2687709,1628242,3727513,2510457,2237490,1351512,2951281,2275238,1653542,2291260,1817430,3519087,4537303,2997513,3233739,1572418,2511719,2587799,2882051,2180891,2883625,2946540,2559539,2739007,3186623,2127677,2699233,3412185,3050138,2974067,2559592,2163855,2148354,2459682
2021-11-01T09:10,1991823,3198003,1889773,3561212,1519540,4443805,1827173,1721870,2769204,2027033,1641493,1666013,2714397,2334992,2667673,2784486,1686981,3005364,2488835,1585151,2805383,2898037,4382126,3425567,3050431,3211160,2861326,2033900,2112703,3072733,2389708,3373568,2375567,2419926,2326342
2021-11-01T09:15,2432561,2385946,955442,1918691,3377831,2777683,3131599,3265756,2010621,1871834,1378682,3230317,1609249,1582608,3493057,3102748,1328908,2050564,2653083,1368216,2781595,2855867,2658351,1878963,3481834,2275830,1958489,1846540,1682661,3730343,2098347,2244362,2325287,2381583,2485363
2021-11-01T09:20,1721706,1979343,1972251,2292753,1964797,4866061,2075654,2156516,2601184,818628,1000354,2458579,3181780,2729030,2860141,1495603,1723233,1837709,2007651,2177212,2145244,3682858,2909777,2385444,2093403,2582417,2385113,3245502,2903661,3243439,1505386,2579619,2244523,2255328,2419825
2021-11-01T09:25,1402356,2898577,1303539,2216303,2355293,3994816,3038975,2072512,1935723,2024389,2108820,2343718,3185552,2790492,3550676,2639659,1786996,2094646,1988272,1546149,2324352,2239576,1876387,2262632,3394645,3678676,1856541,2359327,1752953,3968247,3010928,2189933,2472781,1695883,2343584
2021-11-01T09:30,2393509,1391794,2546352,2844719,1212147,2361773,2794408,2663546,3201900,1823468,1577308,1732186,2484328,4398340,3665328,2294347,2966023,2410433,2428088,2111292,2383902,1881912,1356595,2947331,3606683,3602996,2426650,1971798,2162521,2470532,2747520,1976325,2118047,3636836,1493027
2021-11-01T09:35,1350578,1744310,2413685,2581437,2781496,2916044,1829350,3595032,1265648,2063065,2632456,3110507,2978835,3144926,2940275,1915853,2154291,2622926,1914100,2194745,2369145,2473493,3052616,1570572,2038825,2591323,3614999,1914487,2769466,2863526,3786636,2805123,3586973,2387433,1870637
2021-11-01T09:40,1928269,3434069,2458801,2614900,2512967,2322594,2217047,2482943,2737723,2500575,1695370,2217750,2927471,3583709,2852202,3241246,2125807,2425789,1643438,1225418,1165083,2661899,2994703,3026250,2268897,3627368,2606375,2814256,1554013,3295486,3082218,3530552,2098885,2644189,2207237
2021-11-01T09:45,2587335,615613,1398543,2958868,2480675,3743842,2582553,3484920,2231535,1370971,1801666,1612039,2713013,2503564,3022712,3603742,1924321,2728603,1215165,1582414,1413623,1769723,2032847,2295136,3580321,3614441,2730369,2134706,1702500,2681022,2949829,2800838,1954342,2574324,3306341
2021-11-01T09:50,2384413,2817264,1130359,3258915,2568505,3604672,2974727,2562611,2723242,2076350,2300081,2599175,3210925,4455926,2141510,2656385,1371948,1740495,1656431,1179715,1997394,2032299,2719355,1988643,3678186,3640707,3569123,1534518,2439553,2487789,1283323,2863160,3032226,2672439,2479931
2021-11-01T09:55,2201902,2630921,2247491,3610036,3483312,2580656,2373871,4085732,2132291,1986987,2106594,3110771,3245963,3257947,2071845,3374316,2148816,1359156,2395518,1518459,1697302,2804725,3207050,2098930,2099886,4176632,2411064,713703,2534959,3454971,2418594,2589045,2461755,2486029,2814797
2021-11-01T10:00,2396460,2324699,2115742,2993646,1607898,1856625,2990986,3603552,2318795,1773547,2886431,2205309,2845275,3140631,2680828,2976162,1941043,2333481,2239894,2711324,1974334,2714708,2997437,2281323,2449866,2657049,1938005,3423222,2278215,2516135,2060858,3361086,3230800,2730065,3795935
2021-11-01T10:05,1922061,1792206,2360040,3311610,974419,1692781,1555937,2602016,2757805,2711501,2755650,2759725,1606371,3084452,2813218,2015588,1498664,2220008,1734809,3220838,2823258,2502229,3075740,1576687,2531601,3015686,2302511,1835096,2662018,1329189,2370913,2616819,1910787,3611839,2967705
2021-11-01T10:10,1979871,2372455,2099840,3020696,3008674,1914564,3255019,3716798,2369035,2040209,1895568,2817952,2405923,2074164,4327873,3322366,1744091,1719381,1771808,2141494,2958381,1777492,3073145,2257081,2879439,3596293,2769451,2528718,2268570,3117690,1114307,2479412,3318530,3159044,2543049
2021-11-01T10:15,2852997,1840075,2691639,2349237,2360847,3103471,1973325,1953938,3410549,2793692,1520162,3168270,2955810,3462019,2701706,1713501,1486378,2534293,2351783,1162911,1774418,2455806,2509432,2920488,3293892,2318192,1786530,1919324,1680599,2791889,2543683,3063569,3292842,1861038,2073954
2021-11-01T10:20,2348911,1962017,2305340,3328213,1838706,2029515,2275458,2963847,2369059,2900625,2290781,2522254,3407001,2112925,2506328,3767215,2345408,2980607,2682557,2230548,2273690,2821188,1517796,2563747,2579827,2334798,2599950,3317242,2336718,3944645,1739904,3330134,2644080,1769469,2154425
2021-11-01T10:25,1490617,2247382,1316150,4012457,2525682,1850114,2366145,2426846,2128967,1738303,1372658,2763048,2935904,3754712,2053984,1910136,1313244,3173719,2299342,1749473,1778308,2924296,2447816,1559864,2483614,1767393,2957451,2817297,2328831,2972018,2396465,2925420,3278823,3413188,1470503
2021-11-01T10:30,1698587,2228473,1684985,2873260,1580310,3220368,1177959,2267868,1980932,2190085,2064230,2599691,2968130,3423403,2379880,3746253,1772204,2177362,2978461,2009083,2726536,3524067,2076357,2796091,4426765,3169274,1642193,2140539,3063230,2572084,2577500,3176370,2875767,2358008,2927218
2021-11-01T10:35,2427059,2942884,2397754,2682932,1611681,2561371,2173154,2871325,2847904,608450,1504053,2588854,4029002,3718077,3936452,2775392,2512771,2854184,1926087,1322049,2861367,1299754,3528863,1976834,3394026,3836543,3348351,2477884,2143788,3825124,2163286,2149762,1952690,1959217,2450901
2021-11-01T10:40,1517049,1440094,2561853,3795604,3880372,2373040,3352842,2982349,2546947,1715924,1349589,2649404,3303505,2810170,2779695,3409480,3013620,2076324,3476975,2657188,1358138,2253927,2939992,1418459,3600085,1552066,2829384,1809446,2747992,2741892,2504403,2360352,1799098,1236236,1504003
2021-11-01T10:45,2205912,2547793,1557231,2510822,2621185,3061999,2162510,2478847,1732112,2220427,2484028,2560814,3135930,3077575,3140378,2343828,1842378,1797178,1907648,3275596,1764834,1638272,2210384,2474158,2304975,976408,2328165,2508369,2220582,3204539,2919725,2249367,2917286,2855134,1798306
2021-11-01T10:50,2272781,3149465,1193117,2429526,2230879,3297666,1948706,2282240,3590823,2316176,1864639,1295690,4250235,2988219,2329404,2888988,2489121,3198792,1633701,2246470,2313701,1484797,3225915,2059264,2931176,3767604,2560315,1142091,3206865,2721469,1946214,3253550,2275945,3120090,2765014
2021-11-01T10:55,1293004,2111089,1509161,2772560,2260942,2531839,3535601,3589992,2151773,2215239,2378110,2021593,3283480,2984732,1887598,4294640,3203617,3243393,2069582,598282,1187251,2664697,2239201,1821828,1943961,2122744,2584497,2774467,1610808,2751206,3582179,1311144,1844704,2837071,2416441
2021-11-01T11:00,1441223,2821197,2514572,2861330,1975724,2936460,2102700,3616075,2312475,1527343,2753869,2284012,2416791,3844045,2607665,2505565,2733145,2634644,2696822,2683449,1106375,2159765,2809430,3120043,3448219,1302477,1537791,1862030,1635052,1931162,1799078,2999081,1456553,1707196,2900826
2021-11-01T11:05,1632308,2570749,1211270,2060746,2099541,3150246,1792405,1863936,1753540,2052377,1803556,2010682,3069330,2809974,3311264,3089978,2226614,1699084,2508335,1521947,3010801,2160679,2315861,2595452,3593661,2843022,3329230,1756784,2358768,2960350,3834974,3222756,2853997,2652482,2942684
2021-11-01T11:10,1647827,2782834,1511102,2750834,2969281,4366877,2822760,2914163,1684737,2119265,1563666,1781760,3900302,2755773,3467266,2731796,2917285,1478327,1650917,1975562,2536406,2908553,3247543,1673766,3769988,2111116,2074883,1949344,1903966,4019517,2595659,3549946,3011875,1766881,2611074
2021-11-01T11:15,1107904,2342042,2187399,2935835,2173172,2514932,2253032,2295940,2205892,1517471,3197645,2247364,3181754,2265593,2918133,3846328,2207551,2481622,3178911,1010002,2303731,2127145,3031125,1449794,2493313,2748512,2265689,1966400,1982263,3559707,2721138,2545404,2544561,1869192,2472147
2021-11-01T11:20,1895426,2919638,1400253,2397980,2260836,2827310,2387751,4910053,2683182,2716608,1615491,3169707,2778633,1577339,2855517,3168651,1531629,2085991,3032465,3078406,2107233,1778966,3296651,2693148,3001629,2187310,3242807,3059593,1388305,2126465,2725527,3335243,3565595,2495505,1403993
2021-11-01T11:25,2428521,2661346,1586545,3452129,3315753,2645706,2056015,3561595,2735793,2490826,2973544,2318611,3487737,3044423,2922177,3173518,1399703,1635957,3347736,2543012,3069040,2381868,3025549,1853927,2644334,3104261,1467377,1687339,2911262,4506494,2110354,3876155,2356024,2134230,1866826
2021-11-01T11:30,1601910,2454487,2030781,1623716,2140763,3142004,1681694,2593431,2699139,1015443,2145455,2156655,2612312,2259492,3597979,2747564,1342600,1499298,2865276,2631197,2040491,2256323,2788027,2183093,3206125,2327685,3035619,2634935,2899066,2687778,2440480,1891055,2069344,2627812,1657960
2021-11-01T11:35,2588488,2780653,1323982,2112250,1571238,3148408,1620859,1854451,2281911,3075149,2578938,2562115,3674183,3273051,2480755,2839892,1771210,2698583,2255513,2532468,1684913,3495561,1661793,2825616,3624986,2408188,2230381,2530615,2039656,3431078,3016367,2303993,1511207,2930032,1732926
2021-11-01T11:40,1570647,1853919,2447013,2671772,2284144,2171307,2361136,2661864,2572952,1407889,2171979,1833318,3423346,2489927,3411924,1571050,2615690,2441094,1788264,2621561,1697331,3173872,1875487,2329479,3713446,2551627,3019451,3119605,2910272,2321198,1852333,1452316,3901088,1382837,1576849
2021-11-01T11:45,1349239,2685048,1308000,3509847,2215744,2720246,2316355,2679322,2523346,2295981,1789415,1727034,2498982,3405708,3259427,2455981,950259,3318773,2809661,2610873,954363,2520148,2459742,2347034,2085941,1937204,3219890,1036285,1611887,2405838,1676807,1831645,2249397,2269673,1511150
2021-11-01T11:50,2328276,2965717,2971909,1927935,2895700,3245631,2633738,2110896,2586577,1945112,2450519,2073118,3118995,1997877,3777403,2642417,2182974,3637770,2573876,1897782,1233453,1877514,2445566,2132613,2900607,2052380,1962604,2585029,1696828,3579536,2460608,3946741,2144551,2776800,1815513
2021-11-01T11:55,2231659,2933105,2285212,2548813,2093246,2599360,1677472,2161670,2272876,3247062,2361698,1819839,2819683,2464071,2818253,2553917,1751754,3036157,2475368,2216137,1916043,3542274,3069322,2255392,2243364,2878777,2147128,1772324,3092572,2480290,1391518,2534842,2402092,1591250,1503122
2021-11-01T12:00,2354391,1993291,3083052,3183161,3226851,3312475,2835206,2281148,1641594,1785514,1847215,2290311,3515364,2474823,2188297,1485339,1566232,2083814,3106978,2713047,2456281,2409190,3002564,2191412,3105787,2423792,1838454,1334273,2265725,2123184,3235537,2638849,3820565,2631712,1881825
2021-11-01T12:05,2961339,2024005,2017073,2763996,2785108,2229191,3174774,1903769,2860045,2856038,1628518,2443413,1959037,3624632,3626088,4301616,1709737,1942887,1271274,740813,1853460,1797197,3893150,2557573,2940948,2447748,2012866,3159798,2615304,3173676,2081250,3116661,3300232,2866633,2788984
2021-11-01T12:10,2701604,2504912,3804152,2747568,2443920,1615878,2413755,2459270,2340460,1490318,910873,2128896,2866989,3125729,1374753,2611915,2133132,3197170,2652675,2409001,2586279,2323273,3400018,1291636,2271696,2506905,1957688,1413321,3184479,3660499,3508453,3338577,3321164,2059759,2620800
2021-11-01T12:15,2395389,2557095,781856,4586748,1930059,3243339,2141306,2682178,2531862,1492888,1946800,2123600,3343100,4392982,2520482,2459627,1977496,2196213,2321272,1843471,2220916,2361766,3450394,2978190,3424545,2019923,2175981,1602348,2670288,1894491,1499597,2927742,1742202,2823452,1685479
2021-11-01T12:20,3488263,1903402,1816079,2895127,2728533,2177444,2345778,2708393,2661963,1028990,1470393,2156674,3758901,2709656,2222732,2761601,1398691,2935397,2368520,2182454,2458131,2582697,2381909,2799346,4041236,4022904,3051714,2565778,2858355,2258240,1374003,1505697,2513535,2698404,1639799
2021-11-01T12:25,1920824,2057394,473066,2330294,2674862,3337215,2316226,2901907,2253438,1489121,1920679,2121041,2908489,2935326,3133983,3103388,1387647,2280457,1873565,2292624,2686743,2337145,2230028,2829347,3284928,2936913,1834257,2716247,3327535,2683112,2040212,3045787,2900313,2026597,1898693
2021-11-01T12:30,1756629,3443153,2374914,2023597,2962396,2757796,3258579,3465483,2099330,2465067,1877743,1565450,2819606,1557566,3961742,1782207,1213326,2216255,1672316,2525982,2032014,1723147,3065198,3520134,3432554,2641357,1957718,1747199,1527374,1462076,2699782,3056413,2659143,1618341,1227171
2021-11-01T12:35,1937906,2568586,1534034,4291435,2261897,1906505,2013260,3120549,2103249,2243514,1170509,1518418,3360593,3371479,1813253,3679408,1900558,2150043,2468352,1592111,2163171,2337446,2940221,1992182,2353384,2081976,2420153,1945552,1491421,3004662,2216750,3369494,2946712,2432437,2634497
