mtime,AD,AF,BG,BO,CR,CS,CV,DR,DV,DW,EN,GL,GP,GU,HL,HM,IO,IW,IY,JK,JL,LM,LP,LQ,M,MT,MX,NP,NS,QR,QT,S,SZ
2021-11-01T08:00,1999215,4304799,2876156,3043523,3453015,3098535,2162036,4499232,2533153,3294771,2219998,2168651,2416166,2811414,4288433,2086446,3070808,2569507,2787269,2771875,3122425,2429106,2089937,3149430,3669436,2050132,3293658,3824325,2057336,2366290,2525506,3750107,2596982
2021-11-01T08:05,2244435,2547167,3289698,3698325,3237864,3341126,2053336,2311219,2184184,3264791,1952246,2883226,2382236,2936644,4060363,2774977,2509108,1459906,3346787,4012831,2750838,3189380,3041362,4346139,3604219,3908704,3515982,2491520,2926071,2648007,3687779,3668760,3241370
2021-11-01T08:10,1746884,2560934,3665522,2475494,3124977,3286785,2175753,3515824,3632841,3047472,2370238,3179884,3934720,4378836,5305435,2468094,2457494,4295933,2862490,2899345,1992370,4001938,2629315,2328868,3402753,3681408,3178155,2681479,1940698,1805481,2452276,3159835,2433654
2021-11-01T08:15,4252921,3022241,3557115,2956926,2962479,3154332,2909926,4893501,3334682,2848935,1940638,2493875,2992034,2717681,3813614,2048846,2528918,3254310,2215261,3442137,2694423,4234348,2237932,3586947,3659350,3336132,2848710,3819158,3314279,2838326,3016363,2325406,2167708
2021-11-01T08:20,3767047,3725862,2339487,1597748,2566569,1947645,3153007,3718160,2849751,2195833,3116250,2409872,2518073,3099084,5178842,3739920,2938958,3077590,3449723,3578223,2347006,3795558,2371300,2456368,3399234,3722910,3304167,4167763,2726030,2483475,3795858,2493855,2516466
2021-11-01T08:25,1995392,3245229,2087023,2942583,3279465,4048458,2676882,2875441,3510855,3523962,3677018,2497883,2745171,4526447,4603807,3697020,2410439,1917922,2970004,3859020,3595640,2585974,3339965,2869757,3224527,2261163,4410508,3462101,1111843,3845711,3020704,2336482,4704629
2021-11-01T08:30,2559368,3118981,3658775,3707083,2493768,2173238,1746479,3513358,2356625,2922668,2399867,1630853,2161257,1845816,2654750,4574664,3039926,2721914,1907212,3032645,3244509,1856992,3203020,3216097,2676373,3327590,3628423,3585219,2666777,3675459,4082722,3882699,2967083
2021-11-01T08:35,2853529,3762451,3495345,3985889,3489138,3170733,2497638,4018863,3051513,3600456,2253377,2711161,3316004,2313219,4059875,3754442,3727524,2524807,1717071,2617717,3090264,2466873,2444863,3413602,3345208,3281216,3381061,3087879,3032080,3061688,3498255,3719234,4056671
2021-11-01T08:40,3267463,2908932,1833738,1883885,3247204,2909439,2616584,3080263,2668479,3011705,3727255,2140178,2632338,2990830,3232115,3118655,2170762,2116795,1835451,2973234,2513129,2347248,3067050,3997198,3611480,2678828,3015568,3605953,2494180,3241367,3697273,2780837,2326831
2021-11-01T08:45,3466547,3959115,2801938,1725995,4143196,1918329,1836412,4316023,2937637,2910821,3016099,1799202,2344586,2616018,4686574,3893910,1796705,2439455,3535035,3451368,2494330,4166937,1992095,2981846,3267477,2429329,1930443,2283780,1920411,1355923,2851415,1472114,3041473
2021-11-01T08:50,1826054,3557797,3090973,2438452,3767127,2645827,1910012,3248233,3047490,2400986,3153425,1717273,2335413,2932123,4897645,4145370,3601969,2830415,3015785,1862279,2009373,3833536,4448272,2849930,2439530,3595846,3058609,4737197,1926852,3031927,3264667,2847338,2289195
2021-11-01T08:55,3318182,3188212,3451124,3123466,3537932,2246748,3399801,4381035,3368493,4583277,3405312,3623614,4005562,3354117,6070312,3856471,3442005,1270587,2272643,2839835,3089276,2910877,3752943,4536868,2955928,2575044,3263876,3805985,3326946,2987341,2413451,2687930,4841613
2021-11-01T09:00,3330208,4133768,2180081,3588734,3833936,4787918,2796540,2508960,3609154,2038560,2719770,2977330,3033589,3089488,5211391,2563665,3701572,3440925,1540936,2915074,3959702,3614198,2193719,3588448,3735760,2809158,2682461,2859453,2015832,1154433,3260921,3750128,3249216
2021-11-01T09:05,2228183,2159650,3818133,2689714,2898168,2047601,1931703,2764633,2460144,854589,2638240,2060467,4111842,3923537,4330390,2711742,2855434,2658576,2125500,3529067,2832972,2521551,2117842,2515827,4456827,2067194,3117177,3669648,2271348,1272197,2636645,3469903,2546996
2021-11-01T09:10,2142347,3885590,1583341,4074907,3005136,3032199,2128148,2187614,2494851,3472231,3714296,3412642,4630249,3636186,3461110,3293289,2377422,2504020,2944109,3632555,2997270,2571121,2129723,2683328,2030194,3649768,2412246,4182932,1823005,2417933,1806477,2397512,2319985
2021-11-01T09:15,2901591,5176469,3108510,2323087,2733008,2704640,3291654,3208253,3567607,3163940,3707103,2439011,3263853,4065476,3976055,2646876,2052185,3345805,2486299,3927999,3551886,3424017,2166915,3566767,2503458,3959366,2663550,3160555,1997880,2411144,2686538,3830274,2536257
2021-11-01T09:20,3787277,4453604,2416137,3637886,3237971,3794119,1405132,2320174,3005733,1939400,2747829,2837007,2511680,2371688,4733835,2351061,3617801,3429222,3218255,2812076,3880001,3373849,2189241,2515932,3973544,2107334,3472596,3012067,2074148,3119855,2865716,2310765,2422029
2021-11-01T09:25,2676405,3685301,3781560,2619164,2978045,2025468,2791843,2640418,2640591,3651925,3374758,2795735,2410212,3791936,3662105,2544515,2564684,2587551,4167401,1767453,3505164,3078783,3713557,2185572,1881463,2744419,4083063,3744824,2312504,3297567,4156790,3829350,2453986
2021-11-01T09:30,3518736,3479917,2604090,2765248,3451817,3390006,2721680,2993525,4443463,3722095,2596908,2407837,2322537,4334350,2716272,4020012,1840228,3801569,3173175,2531843,3656061,3703250,3126915,4643409,1708730,3035141,2178349,2822907,1865192,2265787,2438577,3383066,2409456
2021-11-01T09:35,4453252,4397357,1581325,3085108,4129062,3728144,2495469,2873967,1886091,2569251,2940918,2464328,3051195,3707254,3968302,2333702,3461096,3031045,2407378,3314532,2044160,1701638,2399204,3154746,1929851,3091038,2468089,3666276,2116891,3177311,4067239,2835914,2746956
2021-11-01T09:40,3144999,3156507,2594660,3172411,1996374,4201437,2353538,3369321,1932293,4079816,4359809,2086701,4997204,3329649,4209716,2695181,2276484,2663922,2504021,3603026,1717031,1778180,3105432,3148843,4339946,3740192,2501559,2607072,1687573,3484358,3810577,2730407,2920523
2021-11-01T09:45,1774379,2594223,3143079,4095501,3238383,2264229,1802393,2899113,2787446,4038990,2956334,2600361,4222924,3540393,3361489,2392016,1520332,2815367,3073749,3384052,2917519,2626167,2403454,3876023,3576693,2714938,1879012,4298211,1332568,1879629,1767834,3622725,2601050
2021-11-01T09:50,2577071,3174900,2682721,2673971,4661144,3104167,2120694,2900866,2603292,1607371,3232525,3128247,2928563,2541517,3096276,2476855,2333643,3085110,2757882,1686409,2880560,1835783,3324542,4715964,3449849,3785501,2673655,4032722,2619516,2295488,2387604,2479705,1994129
2021-11-01T09:55,1951090,3434408,2968495,2519359,2466464,2969126,2089157,4343282,2917126,3795706,2043264,4067002,2307624,3056156,1933369,3132642,3717540,2888343,721153,2308091,2766762,2385981,2767294,1693296,4448776,3109059,3554055,3774320,2304260,2770595,1956549,3442003,3231932
2021-11-01T10:00,1760363,3234738,2008803,2832304,4582277,2779629,3617754,3027869,2597208,2920564,3096339,2405243,2640374,2601472,5286067,2487327,2159592,1299298,3499506,3362256,2815530,3505035,3677621,3461778,2629827,2992465,2415372,3688518,1850375,3129063,2875785,2816379,3217785
2021-11-01T10:05,3836674,3385124,1786082,2417361,3394834,3128094,3252205,4025803,2480422,2866358,4272003,2440606,2658685,3149752,4767278,3484474,2516794,3093260,2708444,3648006,2592086,3806858,3158588,3167690,3665991,3340616,1926646,3910745,2031075,2193224,2068188,2315040,2220949
2021-11-01T10:10,2017506,4596422,3032243,2928722,3609695,3333918,2483900,2683032,2295273,3217019,3606151,3593267,2968935,3245177,3282876,3174294,2227735,3021356,3370142,2855587,3414533,2137304,2951208,2817030,2768872,2675000,2173725,3885710,2565690,2480708,3426833,3425395,2265971
2021-11-01T10:15,2769308,3004914,3342165,2512595,3160427,2829326,2424658,2704662,3032513,2409687,2668107,3118119,2268985,3275644,3757197,2787184,3098896,3386791,2613098,2430510,3102336,3481947,2845346,3533170,3386983,3407185,2272381,3057585,3219612,1580418,2958790,3304574,1930656
2021-11-01T10:20,2943628,4470218,1966603,3065845,2129242,2890549,3286180,3651873,2835263,3120566,4234711,2776963,3137280,3813793,4146315,2925366,3254605,1786276,1749023,3171770,2972752,2236498,3185717,2067561,3536572,2167997,3194722,2578668,1980638,2538265,2931458,4177459,2379571
2021-11-01T10:25,2248969,4844424,3639881,3028804,1815902,3733033,1815301,3127284,1972610,1308247,2617893,3366009,1858384,2607428,3636691,2382594,1770772,3098990,3806295,3400524,2848211,2947711,4099716,3691788,3474583,3199299,2682517,2250499,2703244,2682036,2954240,2893495,4665875
2021-11-01T10:30,2518663,2827958,2399523,2685823,2959251,2287849,1569503,3386286,3420648,2242832,3248691,1490445,2882793,4641944,3343946,3443598,3062295,2927242,3570699,1800055,3085546,4277132,3170357,1794374,3263287,2646307,2457507,3822170,2431141,3328645,2939219,4077218,4253899
2021-11-01T10:35,2515120,3846310,2649574,3207205,3209180,2995757,2000494,3139429,2276065,3582339,2693358,2923632,3458523,3004347,3645189,2553989,2445382,1765217,2854769,2347590,3040881,2842321,2763206,3745459,4339005,3098311,3693932,2128409,2617113,2902041,3238840,4003899,3454881
2021-11-01T10:40,2164463,4437389,2549770,3388953,4054126,2354906,2090743,3152121,2290224,3518505,2366496,3052827,3902472,3429247,4266513,2519113,2382945,1787855,3789241,4568011,3209136,2620330,3841042,3942132,3032998,2958623,4644609,4079674,2357272,2093791,3416546,2133349,3372242
2021-11-01T10:45,2804650,2987594,2225024,2713564,2403340,3259479,3297760,3602518,2502432,2675595,2963514,2040881,3307047,2995446,4956329,3225141,2598120,3015139,3155857,3382909,2792896,2762269,2437503,3225411,2389436,1162039,3220328,3879970,2515246,2996409,3080713,3300647,2257760
2021-11-01T10:50,2904783,2048024,2419327,2101168,3558914,2549338,2384633,3069336,3552149,2880975,2899549,2401289,3673041,2748597,4216946,2172605,2033504,3707585,3196195,3320757,1647427,2557213,2414458,3879854,3180830,2947834,1468498,3601116,1619131,1954708,1839911,2270557,2956493
2021-11-01T10:55,3115933,3826613,3480952,1301323,3439590,3067348,1807399,2973157,3804782,2899939,3225804,3907409,2016118,2474745,3550686,2673355,2638505,2134265,2374512,2969937,2411563,2235866,2853993,4120750,3756760,3815582,2413370,3078663,2089997,1691385,2700824,3341104,2316563
2021-11-01T11:00,1182763,3516528,2841229,3195560,3039531,2197676,2276218,2240127,3404301,2703664,3931054,3736280,3493870,1878889,3059725,3067774,1805560,2526525,2868651,2145453,3164021,3080178,2779786,4343119,3279191,3786601,2728391,3311640,2589547,2451877,3847432,3066699,3891957
2021-11-01T11:05,2737906,3553920,3075796,3355296,1862369,1748632,2371448,3513665,4084143,2175400,3136301,1585973,2543662,4398673,5615220,3618273,2653458,3607453,2953501,4183870,2815953,2259616,3435677,2915418,2629887,2400326,3489453,3102490,2854077,2486207,3788304,2861789,3577793
2021-11-01T11:10,4251783,2757913,2376288,2943326,2984589,3121950,3716711,2903084,2503281,3024213,2750261,2261581,3459542,2734073,3842995,3026893,2079191,2095238,3664811,2845540,2782491,3230221,2682332,2479631,3096605,1901206,2406573,3416025,3076917,1738816,3103266,4272924,3549370
2021-11-01T11:15,2994094,2504670,2462075,1618957,2412674,3268598,3074895,4507032,3605575,2899102,3617533,3053656,2389762,3005505,2782360,3077833,1616446,2922142,3411419,2646229,3285281,3303602,3323346,2958124,3587020,2425786,2044291,3478158,2327238,2259842,3524326,3275342,2852283
2021-11-01T11:20,2666674,4027478,2441043,2681194,3679660,2200942,2989268,2587650,2067293,2742539,3712365,2994643,2927066,3402543,3535285,2352325,2648181,2367279,2763937,2778686,2659523,1982085,2925624,3294317,2626464,2815662,3427630,4774985,2895830,1447704,2744479,2551637,2487633
2021-11-01T11:25,973230,2191640,3433125,3400760,3369966,3267825,2022777,2685162,3539003,2917980,3876860,2434626,3155583,3055579,4061938,3230442,3042962,1975831,2877072,3044091,2493692,3130824,5979384,2827356,2719735,3587306,2519841,4342821,1998837,1825539,2714850,2347162,1559111
2021-11-01T11:30,2642113,3983301,3005489,2970076,3930532,1775688,2665297,2286931,2833481,2840564,3829741,2646762,2457928,3641731,2450411,3416743,1680939,2383941,2029214,3035701,4244114,3583606,2432783,2732531,3328818,2957465,2949211,3499363,1626357,2320192,4195313,2206519,3061277
2021-11-01T11:35,1729404,3427806,2534251,3857320,3228756,3375467,2805267,2653687,1856185,2889801,3642452,3835347,1751217,3599486,3247880,3374518,2512417,3123446,2355455,2011706,2079819,2851998,3333119,4094219,2417852,2817142,3173174,4370394,2619902,2726086,3040035,2631618,4077495
2021-11-01T11:40,3810486,3579779,3387121,3010841,2882596,2193916,1964960,3686288,2746011,1728461,3875587,2167954,2839102,3513652,3611041,2270878,3956336,1639840,3530505,3284933,3920847,3378051,2386312,2519277,1767433,2754174,3049861,2341020,1432830,1925790,1922639,2706723,3066482
2021-11-01T11:45,2287213,3646888,2493066,2922203,2966222,2229842,1960222,2845568,2323378,1926731,3697029,2526180,2086509,4176554,5724534,3125325,3182866,2899157,2889008,2241105,4703646,2235781,3054899,4354301,3899044,4038635,1809610,3392493,2562009,2452074,2596661,2915926,3094220
2021-11-01T11:50,1622175,3155953,2131351,2877261,1316496,1988060,2106750,2744264,2131670,3515230,3920855,2220260,2548023,2777851,5346343,3667340,2940701,2517915,2745515,3075098,2789076,3432060,2642863,2993516,2028810,3507636,2953680,4863536,1988345,2636643,2527863,3195068,4259371
2021-11-01T11:55,3387364,3654817,2530267,3027577,1978735,1789813,1676919,3385349,3563521,3106820,2890967,2352717,2483514,4183785,2620943,2965099,2601186,3794800,2384905,2941374,2571388,2760879,3536012,2700192,3269328,2006877,3578615,4281785,2286464,2437456,3295315,2548192,3513200
2021-11-01T12:00,3690696,3116592,3652861,3018481,3363897,2616542,2966898,4030857,3286975,2665404,3588250,2544603,3405511,3820372,4233943,3168224,2596869,3435810,3637010,4627832,2583183,1326891,2795874,4080661,2195303,4190815,1843251,2707734,2475900,990596,3154313,2444855,3709699
2021-11-01T12:05,3667829,3935348,3319711,1748329,3133426,2101844,2615381,3087653,2673317,3197586,2742406,2586351,4041469,2903003,3170478,3895535,2355077,3461678,2522341,2320444,3213812,1982823,2678458,2469740,3278505,2694668,3297847,2317757,1845914,2387072,2962444,2605251,4211387
2021-11-01T12:10,3023386,3610570,3354193,2208717,3291400,3487797,1801121,3228761,2130725,2324161,3907311,1753348,3063010,2741871,4332794,3353256,1929611,2641668,2828076,2889937,3608795,3195834,3196403,2058623,3883850,3384183,3242964,4066746,3556211,1752515,3163572,3740463,2879399
2021-11-01T12:15,2700222,5253748,3157267,3709765,2973177,3167763,4100206,3119348,2141076,3463028,2079173,3898243,3598320,3743989,4637567,3551184,2187515,3291979,3091933,2728436,3058890,3592756,2863682,3143797,1746890,3726560,1982393,3677380,2146956,2303310,3013906,2927261,3728368
2021-11-01T12:20,2581998,2304682,4232783,4952733,3344089,2827644,1795358,3325309,4012949,3263989,2916628,3978754,3261396,2874699,4822917,3397813,2579386,2852369,2139436,3042801,2819181,4210045,3819455,5037270,2412698,2255161,2833939,3805241,2243417,2999577,3269939,1953677,3672467
2021-11-01T12:25,3132111,1607996,3631419,2956653,2638080,2718677,1912358,3299429,2701539,4347881,3439698,1980570,3264358,2898522,3466320,4119099,1387937,3164860,2347441,3098000,2135232,3547262,3273437,3305170,1681579,3270745,3728078,3209527,1676266,2010179,2670957,2751491,3115586
2021-11-01T12:30,3382789,4526246,3403902,2463694,3503847,1686249,3189095,3875198,2263778,1609035,3018534,1065164,2283964,2714271,4567627,1939348,3363326,2612844,2485194,3110941,2077849,2282303,4121598,2739386,2888302,2454138,3174134,4451190,3375266,2235359,2454858,4084268,2884758
2021-11-01T12:35,3508729,4432342,2948006,3836229,2638296,3928986,2492882,4702019,3131666,3235083,2457556,2338698,2472039,3392570,3791759,3365959,2711933,1957935,3061952,2815450,2194958,4196189,2924342,4309044,4517240,2953683,2697115,2821750,1991063,2168877,2851909,2063730,2017540
2021-11-01T12:40,3112558,4853682,3415402,1282477,2963760,1940172,2697647,3115228,2994349,2853692,3649999,2760379,2243089,4172875,4958422,3372690,3421180,1586230,2729896,2677580,3913543,2673280,1827473,3665433,3113198,4222410,2026021,2441222,2288346,3004366,3309344,2866215,2281051
2021-11-01T12:45,2994870,3931793,2603896,3210976,2815152,2809098,2233212,4064183,1938048,3345949,3807500,1968000,1932715,3159235,3687175,3098373,3110579,2934927,3322339,2277362,2486430,1435685,3425576,2903087,1934429,3465181,3438624,2912597,1909834,2108428,2741714,3324933,2538062
2021-11-01T12:50,2294543,4423987,3505690,3523222,1663788,2954110,3105639,2713257,1979310,2974343,3499486,2646866,3921199,2721539,4041775,2972641,2560079,2873393,3208905,1865218,3152542,3553437,2733669,3513307,1926727,2943287,2955620,2906539,2008362,2985573,1454163,4164357,3246092
2021-11-01T12:55,2871207,3922380,3494645,3370712,3616919,2111882,1901267,3175765,3062800,2801048,4662938,2691938,3061740,2449311,2732721,4263379,3528640,2950299,3148842,2781430,3380063,1652455,4138875,3293934,2388863,2591717,3032616,3654490,2010874,1698614,2281353,2974970,3459946
2021-11-01T13:00,2080490,2890731,2768647,2729437,3483884,2588117,3810206,1738539,3332694,3008784,3443678,3423871,3005846,3703527,3397953,2215581,2588638,2890363,3003461,3040974,2700253,3506549,3082172,3269066,2547010,2700355,4054218,3346583,1868146,2629743,3486949,2007965,3600607
2021-11-01T13:05,2547095,2933940,2568323,3595462,1978921,2445833,2079579,3055021,2528493,3206307,3389254,2045392,2903890,3106552,3862088,3512756,3989106,4085008,2506900,2954866,3803952,3274449,2486990,3846307,2446987,2416024,1742558,5071479,3690621,2559400,3287629,2316258,3115978
2021-11-01T13:10,3002822,2877902,4482726,2604844,3659495,3746204,3683833,2999163,2794791,2778883,2043799,2202504,3753610,3174468,4583648,3959469,1853308,3706018,3494881,3135110,2712877,2613190,2760798,3225729,3543518,2749780,3915943,4126069,2237092,2292380,1702271,2390217,2861279
2021-11-01T13:15,2432166,2975771,3041713,2931295,3504775,2513395,2429780,3201284,2504641,3539501,2690976,2325560,3658488,3549319,4155121,2886616,2624935,3751514,2477894,2242595,2256551,3750448,2823476,2979681,3131409,2728725,3239896,3554320,2164024,3390703,3689893,2999201,3455733
