mtime,AI,AM,AP,BS,BT,CI,CR,CU,CZ,DO,DT,DU,DV,E,EV,EY,GK,IJ,JR,JS,JX,KN,KS,KT,KV,LQ,LT,M,NO,NR,NW,Q,RW,UV,Y
2021-11-01T07:35,3420726,2864807,3215203,3701507,3928540,3347615,5100466,2064838,4403895,3605754,2366965,4336603,3971822,3399868,4033318,2954910,3280009,2853890,3993294,3051634,4691825,2996800,2591040,3584903,3311368,4148935,4303296,4094354,2862778,3561227,3006620,2988875,2196650,2996257,4357854
2021-11-01T07:40,4451980,2864318,2716812,3605433,3819069,4303903,3576104,4373739,3544619,2814851,2170961,3853733,6150783,3183994,3793032,4276678,3446109,2158919,3836490,3364695,2597458,3815390,3873727,3310702,3854014,5051176,3667119,3664648,3987188,3376604,5059418,3618481,2159136,3226549,4955567
2021-11-01T07:45,2889741,3147027,2834357,2597337,4360855,4142242,4550753,3583327,2972022,2976429,4006014,3624591,4381398,3887339,4249767,3600185,3706569,3116286,3059231,2967201,1824181,3799039,5945645,4036678,3745297,3740847,2319274,2440235,4030183,3589447,3845491,3422556,5247573,4105855,3797134
2021-11-01T07:50,3318698,1702483,4398365,3454495,3842552,2512537,4043757,3118005,2489717,5031276,2296170,2802671,4272360,4770129,4550084,3611464,2973913,3223721,3522774,3143295,3817979,3528599,4564019,3837630,4571208,5099554,3118161,3102232,5493811,3702043,3969958,4004146,5145479,4382304,3208979
2021-11-01T07:55,3229543,2389757,3245518,3233475,2912283,3751997,3509337,3918801,2597708,3400209,3395851,4718515,3186479,3819567,4068620,4205956,5005744,2670939,4167206,3685121,1922642,3815879,3313541,3185472,4835025,3431376,4735264,2404914,4372180,2423023,3283782,3004634,3721404,2616565,3064108
2021-11-01T08:00,4369641,4507522,4721811,4181673,3122933,3822845,4055343,4274707,3430352,3353650,3474659,4139373,4587624,3894666,2763117,3252840,2978536,4011871,3124072,4249352,3313232,2666302,4315785,3535422,4254133,4496278,4164084,2855335,3532092,2055362,2476176,3284311,3115953,4269923,3171784
2021-11-01T08:05,2531329,2661291,4625810,3744996,4029959,3344216,3739959,2790060,3698147,4415435,4125018,2955246,3464732,3153384,3146831,5436522,2656953,4458335,5089597,4055428,2648319,2898974,5500758,3599223,2896504,3779052,3521371,2589276,3078154,2871877,3383330,3622906,2953030,4730783,3997434
2021-11-01T08:10,3454871,2496434,3883775,4096893,4936780,4979393,2931934,3911214,4324331,2638819,2840789,4514950,3399848,4235772,2085588,4278463,3740336,2652952,3163977,3296532,3040387,3560083,3255074,2873720,3135342,4197152,2996351,2703319,3326379,3091965,3918042,2765905,3861116,3197825,3920386
2021-11-01T08:15,3338202,2247115,3604152,3856160,4785475,4886497,3626253,3673787,2738789,3204693,3387824,3847420,2811160,3102847,3252876,3291753,4495918,4158041,3713822,2578000,3131423,3104765,4535574,3954362,4814506,4036839,4550331,3789295,3157061,2810716,5557580,3241081,3037163,3195224,3822118
2021-11-01T08:20,3431928,2863181,4948053,4113855,3677089,3119160,2749008,2832031,3395670,3306169,3075900,3176658,2849961,2804980,4428755,4149272,4219388,4572640,2617807,2770915,3922032,4004567,4071177,3143490,3163683,3845291,3271086,2358049,4095314,3091918,3923542,2997087,2451819,3367238,3314410
2021-11-01T08:25,2965630,1482683,2953463,3717272,3346220,3805907,3238008,2917862,2448614,3522686,2232002,3018101,5718583,3681546,3628165,3606744,4329243,3747593,2563491,3053544,3485932,2615728,2840392,4193685,4768096,4953136,3051844,3594480,3178683,2685841,4133088,3180135,3915522,3308337,2993079
2021-11-01T08:30,2817079,3045948,1651143,3533672,3648276,3782201,3806574,4683180,2926397,3404501,2477395,3206537,3248328,4201333,5347074,1991293,4222609,4202344,2040504,4112426,1888708,3687346,4345758,3248764,4425733,5052851,2295881,2932795,4134694,5167223,4297851,2337269,4916709,3736741,3482533
2021-11-01T08:35,1895267,1419594,2984777,4309485,4284838,3460127,3556093,5053223,3633878,3455770,3241407,4150495,3769281,2581353,3249529,3382828,1942203,3868501,3264814,3153622,4335460,3626041,3463366,3709272,4848825,5269654,3779205,3586520,3729594,2934614,3623228,3892730,4422413,2441233,4200681
2021-11-01T08:40,3415960,4315775,4051185,2608181,4481428,3142330,2182063,4614819,3468806,3370172,3514929,2418529,3669977,3302975,3334052,2498605,2833956,4212221,3530533,3856204,2893458,3580189,4022714,2321562,2567821,3843578,3373085,3337970,3957327,3837601,4634285,3854752,3439846,3414565,3989555
2021-11-01T08:45,3957658,3544366,4014160,6381606,3652433,3523151,3121621,3666935,3344530,2888034,2649268,3585256,3724333,3492500,4467342,3371103,3858296,2826906,3664810,3524632,3533499,3357564,4669164,2727049,4296984,4351085,3056441,3203612,3616136,3843738,3259842,3035143,3571775,3042525,3864929
2021-11-01T08:50,2871066,2779602,2574231,2582168,4306941,4072845,3235243,4870540,3196461,3301524,2841128,2277028,3587500,3107427,3570230,3121761,4206287,3586290,2681534,3612619,3197771,2451164,4453976,3291204,3263853,4801503,3492544,3142259,3500761,4843866,3713687,3585315,4111624,2479905,3832355
2021-11-01T08:55,3617024,2901337,3887094,4538787,3609461,4288293,4861678,4595374,2931847,4040069,3659467,4040232,4131478,3418145,4579759,2717489,3115388,4470632,3667096,4070084,2500236,3350388,4201399,3629720,4052587,5678203,3874708,2740094,3933507,1692921,3814881,3363869,5413953,3127416,3103502
2021-11-01T09:00,2329661,3103115,3078408,2934477,4388539,3850774,4106891,4108856,2918312,4102342,3605962,3664981,3444625,3689082,4703787,3228947,4368203,5516360,4876433,3369777,3962559,2005007,2288431,4069669,3046037,5866856,3876897,2528276,2398643,4731804,5082327,4346233,4236820,4098070,3701480
2021-11-01T09:05,3313578,3183322,4909834,4593962,4153473,2896049,4739017,4568743,3023830,3633987,2162691,3757937,4556412,3988635,3368299,4519335,3748652,2541557,3806162,2524675,3193206,3558173,4399816,4518130,3876380,3504479,2931910,4011622,4397042,2603622,4146429,4150777,4042285,3107316,3784860
2021-11-01T09:10,2916851,2211970,2537529,2886516,4618239,3873135,3899948,4312208,3097564,2457600,3029115,2938485,4502747,3433723,4951881,5270519,3303795,2762351,3115373,4256178,2786258,3319861,3884684,3564240,3810597,3795162,3319492,2942216,3733439,2669940,4359958,3011599,4259589,3538820,3918452
2021-11-01T09:15,3076770,2095760,2688279,4093696,3841021,3189306,4230865,2341085,2822638,3309410,2688224,3190308,3860986,2733776,2249417,1990976,5125673,3732492,3921057,3081528,2988186,3688254,4043876,4139436,4121722,3849938,2863145,3291985,3367448,4093599,4199305,4103779,2766829,4667762,2346942
2021-11-01T09:20,3316962,1671672,4003047,3761246,3879440,3275230,2917978,4158584,3499128,5522144,4040149,3628392,3466788,4443860,3852661,3007023,3547720,4383257,3414875,4895875,4418623,2623557,3431350,3594473,4026912,5281333,3435636,3375377,4478659,2697573,3857783,3640079,2968895,2097798,2853097
2021-11-01T09:25,3543790,2082127,4113667,5501228,4366670,3562299,3722915,3623852,3011180,2886444,3915264,4230754,4236313,4144640,2014275,3895486,4278800,3527673,2635025,3006765,3179644,3012783,4472171,2999557,5114450,5232147,2401617,3121349,3147642,4662974,2932726,2772889,4305911,4581203,2870276
2021-11-01T09:30,2664012,2656898,3727445,3762538,5043895,3655914,3501943,3302778,3260140,2905570,3184507,3179071,6337538,4810979,3193665,3136182,3380595,3242910,3232669,3572394,3458443,3608982,3912831,4378514,4341105,4236744,2412757,4050841,3230305,2711818,5906670,2996287,4056135,2902064,3575983
2021-11-01T09:35,3326013,3678925,2714187,4441602,3159641,4746896,2717518,4829173,4087837,3380954,3259961,2670713,3471873,4040388,2555830,3399642,3620365,3375210,3242356,5141908,3807911,3237247,5107990,3382759,5399289,4289963,2446006,2174296,4202738,2995635,4159366,2571189,2857115,2631306,3096206
2021-11-01T09:40,4388930,2127504,2544265,3477921,4294322,3116294,3831800,4455503,2904351,3501884,3119044,2673842,3663497,4276066,2519144,3781069,2683549,3823975,4236118,3267677,3459804,2186515,3324664,2774020,4598039,5823976,3735051,2906707,4545308,2311027,2544000,3100514,4100960,3557051,4899972
2021-11-01T09:45,1929945,3052886,4283523,3630480,3606487,3623256,4532868,3622944,3084199,3473614,2163652,3537041,3534807,4177572,3346514,2602636,3601782,2321874,4017789,4391949,3398230,3118640,3829830,5175172,4958075,5112491,3403711,4156477,3355437,2803721,4392385,3733183,3181366,3199013,3099754
2021-11-01T09:50,2835572,3170119,3571255,2594096,4301194,3480816,3760270,4177708,4620324,5145467,3349836,3618004,2826945,3712131,4189596,3492013,4217855,4021345,2949496,3741211,2723960,2834490,3980184,2712652,4717624,4464457,2252826,3605986,3254571,3246197,4242272,2568913,3635631,5570037,3636734
2021-11-01T09:55,3767601,3270373,3183077,3859074,4155046,3149291,4585650,4427240,5108358,4854262,2929944,3395396,3160736,3655896,3979421,2707992,3855677,3676982,3018510,2193365,3572402,2300434,2446760,3364107,4207247,4738393,3598987,3109647,2179243,3319164,4058187,2685317,3847905,3715198,3974687
2021-11-01T10:00,3984900,2400276,3679686,2748914,5603789,2736207,4058604,3547764,2715598,3502432,2975279,2809347,4223047,2446919,1957921,4693634,3663403,3584758,3159919,3896061,2546604,4553928,3058638,4663320,4794764,5242470,3515010,3191254,3750388,3258792,3541162,3738440,3701551,2851734,4002803
2021-11-01T10:05,3088144,2808750,3694484,3891275,3459573,2808842,3867712,5261328,4083381,3263583,3193893,3425311,5290282,4556069,2769321,3085917,2972990,4588903,3008392,4553415,3241697,2045617,5558542,2834591,4024700,4031745,2225586,2689961,2852220,2395582,2165430,2205717,4773396,4828882,2344100
2021-11-01T10:10,1817532,3915391,5008735,2893652,3849210,4778008,3562542,4112618,3652627,4095080,4782554,3536874,3447661,2905638,4245497,4521643,4189649,4542281,3324246,2663665,3188330,3486896,4956941,3272120,4413645,4315324,4334126,3362072,2652772,3712612,5488268,3437736,3906348,3145244,3327115
2021-11-01T10:15,2518605,2950958,4626575,4669149,3285059,2031763,4648748,2348233,2780845,2711417,2473948,2588113,3660178,3272489,3767024,3352856,3171077,3839703,3179026,3853989,2472990,1961348,3442073,5701899,3092694,4821315,2504185,2222303,5162408,3952446,3319523,3652761,2980468,3202769,4432770
2021-11-01T10:20,3175890,4303490,4233138,3470082,4069145,3688226,2725809,3348404,2778295,5943904,4067790,5251352,3401016,2682974,4549204,3484496,4737205,3283812,3618037,1942747,3658288,3454134,4150830,4403137,3669904,4186734,2790250,2018067,2488784,4381502,3613814,3094907,2378890,3474473,2564510
2021-11-01T10:25,3543930,2825138,3832446,3843446,3121952,3995582,4554300,4126663,3010180,4086155,4064555,3903250,5016309,4305934,3536267,2427154,3287673,3575497,2834443,2868513,2959469,3681908,3536964,4342893,4937510,4264820,3271725,3280033,3234567,3054922,3934584,4321052,3861753,2426315,3465257
2021-11-01T10:30,2506470,2509234,3708471,4451275,3977622,4269068,4028907,3377467,2055020,4273679,3926153,5061201,3982707,3745650,3084741,3471044,4301152,2657830,3701188,3199742,2961110,1288628,6517389,3681024,3704033,4581160,4173421,2553255,3398440,4079072,4451118,2479182,4348457,4746926,4199361
2021-11-01T10:35,3120923,3009956,4124996,4473186,4378389,3848800,3798437,4099798,2464719,3090988,3619591,3998565,4431776,3956045,4183034,2588575,3503211,3454471,4064291,5326328,4922648,3627888,4187898,3363576,6076166,3329536,3181430,2192826,5419430,2716693,5076413,3224062,3406213,2510603,4662709
2021-11-01T10:40,2519931,3723962,3175928,4793157,3992367,2566108,3524430,4750682,4462079,3606283,3644556,3168948,3966837,3466276,3140573,3491964,4327202,3385919,3910123,2686675,3502999,2966370,4712334,3771760,3546315,4315855,3091440,2948375,2709359,4982227,5544395,2714349,3634955,3387951,3128039
2021-11-01T10:45,2764970,1989768,4293643,2809518,5122028,4545710,3452548,3780700,3805801,3208717,2534911,3247709,4914993,2969041,3884649,5110243,4093196,4930909,3754162,1945370,3102912,3743652,3504965,3063892,3976321,4218207,2242282,3557704,4808262,4526540,4694055,2819691,3821481,4095700,3736982
2021-11-01T10:50,3306678,3779086,5891564,2994955,4144573,3119804,3812965,3299048,2653997,3563983,2936130,2700976,3040726,3091653,3012510,3308112,2478390,3517648,2801258,3006102,2830296,3282089,4714267,3388601,3383883,6018464,3162069,2641990,4783598,3381554,4634392,2452012,4080007,2770565,3508438
2021-11-01T10:55,3777861,3334218,3826264,4523247,4466640,4750285,4593219,4409485,3074495,4153230,3346573,4425019,4443804,4459450,5233095,3453588,3171460,3929653,3251785,2857650,3466540,2154688,2759272,2652279,4906427,3355180,4806347,3328243,3153545,3172410,2630758,3056029,4121501,3821968,4156827
2021-11-01T11:00,4382157,1927180,4102878,3958564,4054798,4190566,3930278,4021990,3882195,4610019,3934116,5206987,4465720,4778295,4220997,4199032,4357845,4835105,2937923,2516901,3030831,2930913,3949810,3749922,3445757,4016578,3214462,3276887,3032879,4389125,3090339,5311681,4530501,4919221,4440003
2021-11-01T11:05,3020002,3482621,4186238,1919023,4105425,4405509,2263812,5204976,3396785,4791579,2993567,3370804,3616282,3325898,3536399,4023066,3402588,3680747,4303666,3731421,3255612,2857963,4170373,3523589,4001272,3825096,2798108,3476775,2905756,3784163,3024067,3121748,5255954,4382100,2967028
2021-11-01T11:10,3430997,2397515,4561180,3602675,4280149,2201847,2928750,4053551,2998976,4055933,3532103,2632088,3443555,3231700,3516889,3419920,2132263,4128166,4378079,2269057,2920249,3312394,3606742,3794922,4948232,4107653,4654719,2424607,3457052,2956763,4234166,2498689,4317447,3603350,3431716
2021-11-01T11:15,5016099,2801987,4559422,4273609,3618767,4890596,3028297,3494032,3961689,3249983,3025903,4213394,4007469,3520803,4429762,3955292,3808871,3457432,2707539,2647989,3200133,2889447,3774145,3199779,4660181,5084207,4129624,3347786,3409620,3739384,5048450,4392269,3880019,2521273,4219951
2021-11-01T11:20,3319865,3040138,4323877,3709701,3819801,4086887,3691714,3639593,2670528,2801724,3051580,4938686,4764040,3795293,6103366,3325406,2825927,3007878,2545859,3966960,3619861,2787591,3680300,2593128,2712652,3994421,3472235,2508280,4070989,3353230,4087220,3811423,3299535,3787313,3273561
2021-11-01T11:25,5235566,3176404,3658275,4212647,3411262,1807484,4263440,3766846,4258056,4238919,2230246,1984111,5134462,3727492,3801160,3861138,3556876,3776924,3105469,3096102,3376078,4150979,2930939,3166688,3632233,3934734,3822136,2709803,2823393,3387367,4622483,4263209,3984799,3956596,4711165
2021-11-01T11:30,3101775,2251794,4877494,3630102,3618296,4696985,4640262,4060840,3844962,2944645,2172033,5597537,3913201,4109646,3132186,4101070,2742123,5422068,3807456,3664294,4646909,3162979,3429398,3703947,4837154,4506175,3337243,3292958,3506836,2684847,4685473,3161787,4296715,3206432,3131467
2021-11-01T11:35,3361550,4022595,3133130,4355198,3472080,4245175,5102386,5221592,3613502,3500321,3311802,4442531,4544806,4808006,3350544,2579924,3667727,4211934,3615417,1508505,2711844,5015288,4012954,3211206,5155807,3724711,4114268,3565104,2725861,3687213,3170728,3187253,5070961,3901255,5643601
2021-11-01T11:40,2701119,3449310,3399739,4838044,5622295,4324040,5423185,4530553,1827928,3839489,2971739,4454045,3247162,2459720,3207341,2681872,4890884,3479297,3365993,3832829,2667322,3169747,3204708,3150279,3217741,4612366,4433615,3563464,4197667,3998776,3269409,2138388,2810108,2925796,3163967
2021-11-01T11:45,4078963,3224362,2820582,2908358,4132024,3741546,4687850,4904633,4329024,4002841,3235603,4206224,3819685,2867070,3683378,4211165,4300045,3300094,4018605,2520322,3955540,3445141,3874322,2553049,4312357,3775735,2663453,1951107,2795145,3969315,3933520,3867586,3218257,3015426,4160824
2021-11-01T11:50,4294134,3420454,4189972,4365171,4526320,4089526,4408135,3256795,2840724,2983073,2378026,3554808,4449340,2283722,4181873,2796917,4977362,5533879,3129274,3157643,2876298,3709759,5520080,3847607,4876374,3724491,2138050,3441319,2063516,4021596,4270252,3553763,3487497,4028517,4110257
2021-11-01T11:55,3704386,3826773,3209658,2793524,4483481,3117153,4457418,3972269,4470430,3006930,3864190,4318438,4007007,4078306,3501260,4938041,3656511,4331097,3767689,3834556,2712255,3999162,5198789,3643571,5532719,3769198,3101107,2746248,3875289,2778722,4157716,2135904,4098425,3859832,4031293
2021-11-01T12:00,3541395,3269613,3164107,4296989,3721000,3521914,3256586,5000760,3487087,2195560,3365151,4916331,2783318,2705169,4290008,3312295,4180828,3819312,4337474,2930520,2890788,4024956,3883661,1930021,4748856,4787629,3097799,3470154,4384899,4326160,2880646,3586777,3830376,4210152,4191665
2021-11-01T12:05,3553092,2427209,4709536,3833494,2393148,2830725,4091245,4096736,3360472,4107198,3091170,3585550,2974311,4970730,4280180,4310692,3888490,2691368,3754592,3431159,3969461,4378371,2654451,3283176,4028807,3495631,3368156,3311534,4417757,3989799,3119416,3986460,3899176,4299594,4785916
2021-11-01T12:10,3741755,1960514,4036438,4329628,3752613,3882886,3886112,4301033,3620314,3376109,2856079,3092722,2801795,3989850,2726905,3885911,3700433,3940484,2560040,3702619,3691853,3602749,4128574,2832146,4063812,4415780,2389487,3365019,3383408,3378345,3546570,3069197,4475447,4546283,3581320
2021-11-01T12:15,2987792,2418272,3648587,3142062,5200038,4297236,3664091,4429395,3045961,2510626,2546215,3074216,3807920,2749072,3687673,3338559,4099780,4173976,3949210,3365510,3182539,3239742,5012213,3298120,4683334,4156621,3279131,3294837,2928624,2989762,4396963,1887275,5186094,3600392,4315543
2021-11-01T12:20,2663633,2980749,4590340,4633023,4556429,3056710,3846101,4601984,3906479,4307232,3836964,4194388,3101576,3262914,4920998,4730726,4227343,4364947,3828165,3465336,3495585,3873958,3970003,3182031,5427727,4543924,3546545,2223776,1466516,4494080,5063686,4071454,2903580,3820094,3388054
2021-11-01T12:25,3749293,2830564,3032988,3451136,2956001,4532037,3656410,4129302,2795137,2925618,4362973,3244376,5112354,3723379,3327055,2314624,2885845,3220528,3994595,4010895,2747172,3036715,5265794,2664483,4750015,5349743,3119610,2538725,4682163,5030154,4243077,2914986,5287495,3688505,2270855
2021-11-01T12:30,3672965,3535128,3825591,2710886,4041917,5612754,3498347,4537171,2362885,3337631,3280642,4308554,4554693,3184965,4286006,2776438,4142248,4254944,1776295,3499758,3786491,2850146,4691758,3359712,3433771,4709543,3028757,3636117,3365462,2147656,3881969,3283168,5419172,3437650,3799054
2021-11-01T12:35,3658833,3654819,3032933,4177409,3157449,4928687,2298990,4832013,2998756,2455099,2262463,5033968,4438200,2623678,3766824,3894442,4061977,3428276,2941559,2677475,2845562,1848364,4269883,3065745,4553159,4528060,3657705,2669466,2840553,3808422,3639826,4239736,3532493,3104316,4813483
