mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-01T07:35,2033722,2975062,2353665,3266487,4013654,3009145,2761645,3699535,4138690,4898594,5723498,2600810,2621403,4359781,3810768,4775640,4086984,3791469,2934818,2549444,4504505,2842916,4399367,3767359,3175010,2805150,2157599,4284406,4701415,6468584,3926129,3172607,3125379,3654458,2111114
2021-11-01T07:40,3163572,2638098,5400359,3849234,2786201,2829174,2982095,4460883,4549703,4025858,3784211,3809917,3432241,3914505,4129519,4051085,4508028,4159694,4247885,4087560,3803231,3163271,4228031,3525869,3730350,2649544,4172541,3329022,3733378,6157927,3933185,4162490,3397446,3227936,4573318
2021-11-01T07:45,3130627,2949119,2912856,4480182,3616004,3859030,5282750,4283534,3737689,4160227,3971431,3214652,4172927,3287306,4314665,3367740,3376370,3439236,3076421,3463307,4421202,3822001,3519817,4535103,3314256,4952197,4123902,3366209,3645148,6055208,3916728,3881637,3755799,3162589,2993005
2021-11-01T07:50,4566409,3403530,2955669,3127960,5180804,4063950,3100060,4602637,3149687,2632509,4516597,3283956,2820772,4407540,1884967,3472515,3607438,3389028,2859449,4911099,4692915,3194329,2905504,3342822,4869897,5102154,3547046,3380628,3844481,3921518,3631794,3984290,3526489,2668892,4202962
2021-11-01T07:55,3834968,3022276,3114655,3553408,4464959,3730302,3978502,3205785,5379549,5041491,3642193,3610392,3972010,4063767,3125317,3102927,3720547,3589868,3728646,3395563,3850695,4213417,3917834,3552220,4177549,3696598,3429314,3486853,3705643,4725436,3795084,3748785,3620865,4848129,3785976
2021-11-01T08:00,4157995,4664588,3162986,3034318,2935727,2792755,3114815,3334885,3264168,4205008,3168609,4204420,1749419,3288799,2270186,3534846,3947912,3095004,4659465,4685857,2622005,3502726,3394004,3170712,3453891,4555804,4617384,4341030,5091447,4022572,3451644,2626057,5158249,5199639,3043146
2021-11-01T08:05,3803072,3228118,3583896,3892705,3327116,4372510,4694843,2660330,3339884,4644148,3787561,4315503,2585855,3674533,4278687,3405015,4000302,4374707,3543921,3703601,3450593,2148465,2237593,4060474,4309259,4553356,4144279,2660757,3569359,5003543,3820136,3682294,5006057,3160945,4555122
2021-11-01T08:10,2852319,5212348,5882590,5301788,4608085,2647953,3695752,4273969,4048870,4489036,4317344,1893481,1589325,4015334,2291530,4581048,3450432,4582956,3434561,3812940,4770719,3593345,3954021,3509470,3172017,4905711,2813062,3641158,2867851,3998575,4418936,3489749,4379578,3714817,3848125
2021-11-01T08:15,3995858,1422755,3070610,2241766,3705493,2511873,3780676,4872644,3956099,3227402,3725827,2460143,2844843,2371517,4588107,2626272,4499197,4003015,3818972,3308703,2781639,2812877,3870058,4100362,3453745,4732901,3303572,2930776,4247564,4999675,3458655,3835781,5018248,3940512,3391448
2021-11-01T08:20,3438170,5480051,5113959,2547536,3318865,2142431,4191141,4018513,3479784,3656930,4215846,3410320,3698360,3734697,3291274,3392690,3520603,3877398,2405071,3381708,4066490,3771071,4192303,3914976,2979059,4175040,5847637,3368651,3585265,3537357,3678003,2794890,3685589,2767841,4203756
2021-11-01T08:25,3130742,2544619,3787682,4868163,2817327,3929103,3149622,4119336,4867529,3604861,3513613,3756207,3477408,3802647,4416881,3229877,2079548,4267439,3810219,2241435,4544634,4336977,3483720,4815343,4639286,4875046,3068500,3803448,4259613,4212141,3707609,3081102,4056201,3484385,3064695
2021-11-01T08:30,3411767,5433557,4382861,4169719,4107219,2800881,4263810,4189224,2653643,4425910,4886644,3537875,4048982,4097280,3447517,4050680,5253115,4365386,4001484,2461513,3798989,4585632,3140373,3831011,3110748,3203113,3503868,3143831,4363909,3779848,2805268,2931616,3667896,3907969,3142072
2021-11-01T08:35,2866046,3592478,3205928,3339783,3309183,3312600,4306650,3909297,4645442,4438096,5278681,3272028,3200667,3056923,3171516,5113332,3063015,3093165,3101161,5001544,4874435,3669689,4279666,4252635,3803612,4401709,5140646,2944674,3670291,3428645,3260930,4051356,2812244,4473044,2812689
2021-11-01T08:40,1265944,2694877,3083279,2722708,3683709,2321383,4448318,5571905,3516606,3533834,2578535,2235532,2661215,3456616,2974089,3888548,4244733,3090659,3707580,2670863,4723794,2562295,4275440,3717501,3684521,4530421,4717259,3070317,4246738,4568005,4275502,2902978,4258697,4253749,3178380
2021-11-01T08:45,2520410,2696518,3145096,3304421,4091114,3235449,4706963,4822331,2124312,2605521,4009501,3442566,2271723,2762510,3416787,3105018,5564516,3583776,3795809,3862662,4489192,3647553,3582209,2623951,3076873,3376666,5737453,3508137,4581035,4756528,3058045,4855524,5474963,3985444,4342939
2021-11-01T08:50,3252145,4518591,4352618,2826073,2372073,3411623,4023038,3084445,2058023,4098927,3628627,2819475,2866740,3479123,3764446,3753232,3796642,4241379,4599851,2943674,3459582,5008763,3382480,4550405,2162219,3094983,5258053,3564240,2795904,3763044,3134807,3081622,4325565,3582576,3321152
2021-11-01T08:55,3296406,3329300,3443021,3574584,2837045,4186431,3570524,4232652,4403686,3314793,3934162,3788288,3058743,2647451,4542463,3398403,3708819,4359815,4636649,3300695,3637645,3334490,3177798,3843105,2014390,4653921,4031966,3273995,4020973,4706878,2994570,3329826,4371945,3930687,3135245
2021-11-01T09:00,2368150,4116927,4921218,3944903,3833135,3934433,3216105,4141864,4379299,2898838,3519281,3221063,3667603,3860203,3040152,3454297,4064099,2926226,4025954,3873955,4577375,3098826,3851143,4282211,3694821,2747929,3914252,3345705,3821727,4102391,4542491,2734106,4151383,4728043,2286059
2021-11-01T09:05,2474786,3933187,3399406,4201760,2656013,3935579,4830836,5001639,3571242,3075922,3618230,4271833,2773010,3377334,4228912,3264181,3918364,2207890,2870840,3501169,3319651,3356225,4417094,5003865,2570860,3398801,5010738,4375339,3345985,3285090,3782975,3819788,3847296,2002154,2833693
2021-11-01T09:10,2293281,3409162,4289483,4134628,4112994,2942556,4465748,4113982,3824541,2481128,2575462,3768363,2847150,2716630,3538390,4804582,5074707,3329707,3437276,3859183,4753397,3851340,4927652,4225550,3726615,4485984,2639603,3248237,4722157,3860294,4411017,3306135,4623769,3190779,3847203
2021-11-01T09:15,2997427,4430768,4240738,3330362,3755325,3732648,3495312,3318895,2846005,4028013,3920277,2728950,2980763,5602693,2633870,3449542,3574710,3756121,4054721,4385218,4174522,3362362,3431268,4419752,3040469,4293324,3642930,3366637,3804871,3466182,3276892,4115718,5555598,3905614,3397653
2021-11-01T09:20,2747520,3679912,2955493,3989097,2320767,2549094,3884526,3365250,2883535,3613628,3586519,4713117,3701176,3453627,2442205,3293305,3444154,2432799,4656585,2761459,3890190,2995219,2989960,4060549,4030297,4003430,4603772,3123243,3400130,5226525,2161593,3985890,4688722,4353487,3003809
2021-11-01T09:25,2278733,2977030,3654377,3419872,3654819,3047848,3156989,2757231,2714848,3826955,4555236,4119246,2486061,4001988,3430519,2716233,3093857,3980699,3545254,4764722,4273332,2288442,2694212,4366407,3148384,3330376,3891009,3390036,3428603,4118980,2834003,2628557,4205513,4320759,2955632
2021-11-01T09:30,3367098,2436390,3626333,2670537,3145050,2630384,3579869,4888102,4062178,3659417,3592657,2081853,2574618,4879287,3805431,3213235,3857319,4482463,3215989,6025734,5626420,3374845,4421594,4151222,3729728,4628201,5133834,2945972,5475325,3933893,4177191,3267067,3092713,3023056,3884046
2021-11-01T09:35,3349113,3357777,3002003,3121261,4128532,3827511,3535161,3714423,2903645,4078214,4139534,3645024,4179487,4026705,4096574,2870570,4143010,2458064,3938468,3712123,2816087,4061017,3694620,4074027,3613605,3793932,3229995,3945693,3950946,3543219,3371585,4297385,2914516,4351739,5345006
2021-11-01T09:40,2498844,5078703,4922187,3482100,2959888,3156322,3435280,4741471,4257758,5100601,4871739,3036868,2559436,3748894,2891214,3439661,4338630,3309639,4137540,4097939,4308505,3325246,3723243,4215033,5107936,4591734,2633773,3135616,3715481,5459328,2320904,5023487,2911132,3291948,4387370
2021-11-01T09:45,3560885,4058891,3316979,3176414,3736129,3437427,6394357,3945838,3073149,3615753,4536692,5010951,2759573,3872436,3835348,3300025,4389845,4574282,4776023,4092778,4239210,3131374,2060079,3749231,3463208,4117759,2779536,4119439,5098323,5126843,3017062,2577376,3832357,1967445,4834640
2021-11-01T09:50,2401434,3098898,4279844,3996174,3597738,2832808,3600000,4982133,4275500,4382564,4014038,2927137,3416302,3474243,3048531,3127462,4187908,2727711,3855931,2866664,4232012,5369815,4816884,3765553,4408294,5068900,3204744,3369694,4794154,3875667,3385414,4043389,4540065,2862696,3964710
2021-11-01T09:55,3320308,3271291,4212607,3508084,3305926,4035628,3591346,4699429,3042046,3701320,4559861,2358592,4027967,4059847,3704465,4515185,4068904,3595559,3079772,3304245,5023872,3027808,3355299,2609000,3697895,3425175,4012051,2702298,2684117,3765796,3119723,3655274,2958695,2423235,3929361
2021-11-01T10:00,3481152,3807627,4253598,3307864,2856573,2831359,3883624,3390756,3577193,2819213,3441098,3781270,3519882,2640658,3884024,2976026,5450472,3449183,4306906,2913636,3146947,3735781,3896220,3815603,4245118,4916294,2275106,3786913,3575313,4457027,4005226,3530407,4388562,2965900,4090532
2021-11-01T10:05,4725604,3652824,2703828,4988653,2643836,2244946,4426742,3832300,3664191,3781363,2779486,3321260,2282633,3870424,4475936,4842823,2516319,4759027,3716042,4525033,4747221,2255984,5655070,4049116,3335381,4893191,3596562,3672357,4518169,4550784,3808716,3644981,2540630,3996859,4290585
2021-11-01T10:10,4001013,3984997,3682388,2050765,4294526,3934685,2876012,3821443,3253849,5391926,3341218,2957063,2119351,3669220,4335410,2527604,4874444,4044923,4853379,3561394,5253017,3935548,2904952,3935323,4008966,4235294,3940995,4047832,4089150,4575578,3554691,3813766,3708338,3744488,2918932
2021-11-01T10:15,2449708,3109859,5498064,3615308,3174451,4724593,2796528,4230201,3052816,4727932,2843045,4305008,2558791,4697399,3825171,4141686,3410134,4702123,3071666,3600594,4433932,2924589,3025767,3116063,2751176,4488728,3270649,2808138,4574955,6794225,3645248,3742807,2801273,3731294,3510314
2021-11-01T10:20,3980067,2697561,3830704,2941169,2248066,2561077,6031590,3912997,4949139,4170006,3497506,3211667,3654742,4334184,4575829,3938538,4086272,3122908,3164234,2587821,3916388,3772170,2985396,4246356,3744972,5000923,3208442,3956407,3545495,4196221,2659126,2927133,5159523,2707061,3738227
2021-11-01T10:25,3005449,3287754,3752665,2650473,3921822,3290526,2719378,3344406,4356513,3508410,4020161,2748315,2312337,3734282,3611677,3336411,4288231,3477551,4137946,3488482,3965847,3553800,3999202,4612648,3287685,3253838,2281320,4031684,3648273,3555914,3383914,3854211,3483010,2149722,2240920
2021-11-01T10:30,3655527,4192315,5269326,4046023,4111730,3141533,3490029,3791584,3226927,3035257,3697244,3395220,2145915,3489719,3568530,3735461,3728674,3665378,5054359,2918555,3490614,2992972,4142446,3771125,3102691,4211853,3425270,2846930,5098792,3683656,3747022,2388720,4308516,4466894,3877691
2021-11-01T10:35,2852430,2643871,3625798,2690534,2824142,2731393,4790735,4609358,4383386,3928621,3194997,3037926,3091771,4441059,3628302,3500274,3580776,3287858,2689707,3173040,4708044,4153329,3671940,4863837,3215322,3780293,4563270,3459923,3715607,4595188,3892978,4496441,4768617,3313638,3500771
2021-11-01T10:40,3845415,4190196,5038864,3145252,2479225,3163425,4609954,2794435,3464288,4500878,3766719,2906210,3367090,3930432,4559084,2306789,3970143,4209689,3698072,4164456,4293601,3175506,4237516,1916024,2737429,4272611,2715366,3546695,4363569,4299148,3650178,4241359,3393070,2394237,4377055
2021-11-01T10:45,2726177,5141963,2915385,3117174,3088248,3280320,3142719,3130626,3994379,5303397,3704252,2878763,3416487,4252666,3237215,4134916,2754006,3756932,3401492,4325197,4246181,4388441,4570138,3631870,5156330,2779788,4814111,2693068,3814025,4399354,4512566,3272748,4017597,3898816,3148435
2021-11-01T10:50,3915572,3660875,3465610,2240031,4061866,4515407,2816839,4486444,4142871,4263917,3513043,2878037,2795162,3089279,3973325,3144520,4347685,3383823,4130675,3506993,4361331,3777701,4872445,4131448,3396651,4525515,4549338,3151963,3421802,3837990,4738754,3807743,4621988,3539965,3555031
2021-11-01T10:55,3385189,2970932,3136335,3619020,2884163,3530824,4825979,4138606,3553454,3716044,2592226,3307247,2392785,3848559,2303348,3889637,4404593,2667986,2176168,3879830,5238555,4339387,3155997,3109975,4951924,4562209,3906274,2335903,4253466,4753794,3526334,3887059,5521642,4130426,2426625
2021-11-01T11:00,3025418,3960571,3190239,3832189,4080563,2683892,4658991,3647891,3552073,3950154,3489831,4426161,3142074,4279732,3115249,3263033,4284151,4079660,4145094,3777384,5051301,2886859,2050165,3278533,3641705,5317565,3814147,3239925,5280721,5896370,3647728,3084530,2675967,3049704,4733353
2021-11-01T11:05,3120244,2491642,4909216,5195150,3609659,3718256,4021705,4396880,2540925,3443336,4426330,4296453,3266298,3390274,4789750,3312804,2591817,3393156,4806700,3460749,2995730,3915266,2070136,3494672,4083001,4490095,3218939,2737859,4799363,3155325,3493482,3691832,4343546,4052801,4406621
2021-11-01T11:10,3151631,2389345,3587620,3873560,3890292,3250509,2963127,4368019,3415018,4268086,2588691,3593679,3086184,4299173,4295027,2578198,3814218,4060124,4665875,3742224,5097302,3333998,3597683,4594044,1777922,3888617,5193754,3990391,3912415,4205767,3536494,3406522,4217771,4059831,4243415
2021-11-01T11:15,3177889,2857363,4782197,2531468,4137564,3051655,2969542,5548852,3237253,3964809,4660464,3087768,3602495,3646214,3142062,3689553,4756463,4950169,2732022,3404424,5025361,2421275,3688193,4519003,3615116,3451038,4379997,3557616,4271865,4345822,3207508,4365114,3667248,3568889,4754618
2021-11-01T11:20,2979593,4287773,3718667,3532602,4011258,2285296,4235286,3764548,3073598,4775075,2976231,3618702,3054019,3240958,3125356,2841332,2949058,3816867,3449601,4809029,4131009,3250626,4751542,3903959,5028100,6178602,4034464,3496148,5428296,4890452,3939316,3935821,3947751,3163082,1967288
2021-11-01T11:25,2911913,4438544,3266656,4600222,3367740,4087658,3562180,3693230,3690974,2967732,3935298,3525928,3248508,3403606,3678503,4665685,3736712,4503716,3903245,1917062,3348114,3384541,3005772,3097461,4995288,4854496,4705477,3997774,2354002,3355794,3980343,3216010,4470215,4162878,3929913
2021-11-01T11:30,4113162,3085316,4284532,3338806,6160221,3400037,4905016,5693624,2461143,3773126,4283732,4391271,3024631,2957899,3694604,3838675,3503234,3406143,3395891,3891101,5093538,2665926,2868540,2600030,3429523,3982838,3702058,3346729,4302334,4221594,2895390,3571994,4532616,2808681,4545746
2021-11-01T11:35,4490225,3876469,2529266,2599857,3052559,4442910,2636292,5480113,3242539,4749162,4311427,3557330,2806924,4106600,4200820,4457924,3314435,2223310,2382951,4482644,4029409,3671123,3880674,3267988,2312933,3312545,5091149,3024334,3944672,4528646,3089429,5073687,4667939,2892688,2847946
2021-11-01T11:40,2989529,4585233,3222458,3770270,3598970,3605779,3903791,4789804,3132700,4491058,3330523,4481744,1311009,3664953,3340170,4374300,2501324,3527620,4693973,3937736,4249324,3395691,3966350,4041371,4512461,4980122,3526704,3221148,4144332,3470730,3344685,3020241,6164362,4366331,3953984
2021-11-01T11:45,3266747,2791066,3329926,2944030,3233244,3058677,4292115,4741859,3407012,2869652,3787989,3253607,2956530,3076835,4469154,2862375,6164956,3223125,2975225,4913873,4212748,3502747,3431269,3104862,3011640,5928315,3873001,3586511,4884554,5538846,4745104,4537689,5821160,3134168,3534607
2021-11-01T11:50,2547415,3411447,3483978,3038009,3454134,2673116,2826614,4568900,3644805,3238387,3368296,2783090,4085169,3327844,4059998,3115984,5989687,2987464,3444533,3990527,2909542,3564221,3822849,4006504,3650237,5577011,1836614,1802829,2827321,5255022,4253389,2561948,4385138,3339570,3334693
2021-11-01T11:55,2839631,4674540,5009685,3615259,2294075,2401208,3834012,2744074,3303454,3995312,2619500,3186832,3767552,3203337,3294412,4015562,2396837,2924547,3198521,3723678,5512117,4497087,3865299,3024027,3303677,4033716,4659809,3362619,3654165,3835818,4688203,4176738,3582247,3704632,3221940
2021-11-01T12:00,3296233,4604065,3783496,3749241,3247689,2185628,2317961,5156936,3898203,3751022,3414025,4177811,3735955,3244781,3408662,4270902,3271105,2679664,3056976,2135941,4223360,2833034,3111642,5089447,2904232,3859823,3750593,3004698,3575044,4177028,2936348,3394954,5049358,3680938,2714690
2021-11-01T12:05,3358476,3197802,3353015,3160736,3045909,2825763,3780354,3646187,5040844,4866454,3181462,3852268,3166240,4295294,5157855,2853653,3550056,3699422,3813642,4260553,3757340,3510891,3898595,3738793,4020366,3402344,4039256,4191796,3643759,4197383,3307485,3758283,4296000,3187774,2587164
2021-11-01T12:10,3779731,4333203,4631176,3200565,3586625,3677885,5026567,4287870,2728571,4727592,5461616,4707161,2694706,3984328,3729067,3274253,2927040,4908523,2550243,3529613,3669982,2993356,4098687,2632380,2778130,4073661,4066447,3392848,3297319,4188139,3521173,3442247,4204181,3729093,3825662
2021-11-01T12:15,4076068,3451268,2831064,2774161,3829508,3565915,3579875,4163293,3148074,4775378,4323665,2354568,3090798,4032808,2848078,3255572,3735449,3070214,3414562,4665872,3254837,3526625,3937881,3513530,2985733,4920104,3798055,2679980,3900840,5006923,2417068,4218291,5080129,2623033,3578607
2021-11-01T12:20,3694072,3497451,4336760,2530431,3082819,3317393,3531406,2931124,3432087,4203325,5121188,3688683,4462868,3683246,4193949,3409102,2958907,3030155,4492904,4587113,4900329,3116185,3894032,4025965,3817393,3589822,3787986,4156332,5303737,4407748,4184375,3162089,4269894,3271465,2461896
2021-11-01T12:25,3873281,4498554,3327339,3168456,3220726,3325675,3306002,3581314,3195272,3897796,4934184,3400751,2388759,3812012,3800868,2948151,2824820,2483244,3020178,4381233,4269187,3055582,4353530,5833081,4128725,4591842,3583111,5782051,3641289,4346630,2934015,3375757,5770024,3587032,4675558
2021-11-01T12:30,3259098,2988279,3024885,2995734,3019726,4014714,3803546,3408596,3120444,5316760,3641730,2857114,3593606,3542363,3359630,3158628,4108300,2887557,4249188,4262605,4744037,3291354,4607256,3529063,4373780,4097061,3660547,3655486,4417746,5710993,1838286,2366164,4586449,3495348,3621039
2021-11-01T12:35,3502406,3761902,3652224,3241306,3671355,2734720,3930189,4184308,2912182,3721306,5580252,3376688,2152644,3923429,3290476,3089448,3948321,3481085,4885878,4366242,5372821,3633620,3009644,3772409,2159200,4104797,4069016,5290986,3533357,5132009,3883451,3303398,5190319,4162639,4101515
