mtime,AB,BF,BJ,BN,DG,DQ,EL,GN,GW,HP,HT,IJ,IQ,JZ,KN,KO,QR,S,UY,W
2021-11-01T12:40,3400194,2476674,2803172,3397638,3655193,1711517,1670918,3828073,3129559,2954363,2382521,3393293,2152717,2827298,2757243,3344854,3157276,2832389,1911907,3980725
2021-11-01T12:45,2274735,3191173,1822280,2036699,1920745,2026215,3531706,3136448,3663299,3865115,2235770,2616025,3196301,2748599,2228587,1790659,2369337,2327367,2301467,3061631
2021-11-01T12:50,2450030,2172984,3201731,2709019,3611585,2564468,3779590,2589446,2006073,3667139,1564649,3121161,2599948,2616193,2446664,3341479,3194501,2707984,4334376,3197712
2021-11-01T12:55,1991225,2607855,3244264,1723714,3580726,2750259,4384883,2161530,2036379,3161870,1497428,2750634,1282850,2697443,3089931,2982019,2461438,1894606,1859407,2642833
2021-11-01T13:00,3100788,1547792,2137120,3085575,2759143,3375710,3067991,2906550,2609857,1638542,2412250,3163381,3062640,2402287,2723854,2505679,4570712,2532093,2438091,3315592
2021-11-01T13:05,2517269,2239505,2332050,2926706,4216233,2366578,3769209,3132332,1845111,1923890,3600784,1815135,2742791,3276676,2413855,3025998,4257212,3675543,1803544,2526273
2021-11-01T13:10,2481168,2037199,3031993,2286610,2734950,2269798,2105255,2970680,1984662,3188948,1626273,3334418,1424984,2467863,3024468,3670842,2722119,2769483,2318602,2057950
2021-11-01T13:15,2141503,2679696,3097949,2447921,2241451,1333844,2504216,2920234,2665461,1855610,2171154,2284200,2357734,1773733,1530832,2805282,3518432,3619118,3568369,4048468
2021-11-01T13:20,2895029,2185522,2685308,2347173,4038383,1643061,3445874,1941176,2701820,2354395,2551127,3280176,2871020,1690984,2032852,3103067,2774339,2305448,3490751,2196367
2021-11-01T13:25,2749681,2560787,2740235,2265078,2593777,2337860,3462939,2891680,2037161,2466027,3222603,4323286,1713142,4051755,2630553,3265685,2648687,2703935,1752127,3270113
2021-11-01T13:30,3715618,3679789,2675383,2771901,3218906,2362590,2978032,3003321,2922752,2469980,1127657,2467327,2365815,2100635,2787415,3980568,3348113,4052977,2925825,2475757
2021-11-01T13:35,2378027,1956923,4691624,1958424,4543488,2277617,2420133,2475880,2246496,3438223,2684916,3757927,4122090,1461097,1366352,2715291,2006073,3631116,2938188,2417915
2021-11-01T13:40,3143965,1231462,3228347,2928122,4619996,1609161,2131237,2544756,3129848,3337989,1884554,2083280,1880454,2823809,2578911,2412067,3741243,3510414,1630222,3043761
2021-11-01T13:45,3226165,2438470,2287602,2451095,2733570,3305325,3854507,2979251,2492090,2276389,1684191,2744918,2468816,2851363,2871637,3912311,3783423,3065188,2091017,2037099
2021-11-01T13:50,2012904,1872644,3068518,3483177,2840846,1546315,2586869,1758602,2584776,3355483,2758672,2590876,1477650,2887469,1476683,2057143,3268946,2659297,3389556,2466660
2021-11-01T13:55,1662388,3314421,3461287,2959737,3649477,1790463,2717800,2315689,3233053,2718966,1716148,3193316,1839657,2979657,3223056,3010886,3453477,2456991,2442869,3017551
2021-11-01T14:00,2498932,3137730,2733927,2251237,2997346,2274404,3180323,2554416,3544810,2608064,2241820,2202032,2734351,3849430,2499235,2585720,1970493,2671131,1768702,1749247
2021-11-01T14:05,2214815,2933511,3218122,3263197,2584780,1338883,2333410,2172605,2807483,2840146,3675652,2572028,1918142,3315791,2179688,3168378,3835289,2987906,2624265,2393311
2021-11-01T14:10,1479941,2747884,2161949,2194480,3329335,1347201,4005234,1708739,3756533,3696673,2266004,1959686,3211387,3483518,2354892,3181777,2722886,2000883,2382644,4160458
2021-11-01T14:15,3289351,3135893,2362182,2871052,3030186,1794511,2020230,3920716,2775822,2997294,1835390,3224797,3474081,2829849,2836553,3478147,1854480,2557326,2157315,2564354
2021-11-01T14:20,3001439,2662582,3355931,1735150,3316989,2008965,3391995,3103112,3403292,2397456,1424443,2660047,2299405,2209521,2719496,3693950,3387898,1670455,3608473,2596834
2021-11-01T14:25,2617688,3532982,2746953,1842557,3688227,1803919,2851632,3570050,4496586,2792694,2824201,2823897,2793899,2127166,3176613,2388496,4024850,2462589,1968208,2535323
2021-11-01T14:30,3490796,2517184,2782050,3226133,3728488,1791505,2773000,1337504,2581399,2003604,2465602,3533801,4003764,3458264,2458009,3060561,2163534,2783016,2540417,2135643
2021-11-01T14:35,2675179,2769726,3148678,3462577,1856175,2085265,2982024,1752333,2727517,4004203,2747807,3123930,1528569,2629071,2536683,3710241,4268083,2234536,2384761,2435633
2021-11-01T14:40,3667267,2019540,3219016,2365322,2504771,1664724,1817451,2147136,2634969,2494026,2604092,2569242,2636299,2945273,2729038,3607046,5282044,4434871,2952261,2924001
2021-11-01T14:45,3611068,1767369,2304118,2857602,3176312,2180037,2368887,2523225,2736989,3874532,2991805,3545300,1602202,2502340,1744821,3663568,3389230,2624529,3455758,3049435
2021-11-01T14:50,2060830,1853641,2294720,3348018,3805235,3567222,3544974,2144274,1858771,3781841,2444449,2627998,1465864,2406928,3120780,2511778,3613102,3037250,2429135,2613108
2021-11-01T14:55,1540175,3167578,3220384,3712623,2793574,1920812,2136871,2986409,1972973,2621720,1613951,2153279,2589247,3489875,2212148,2581910,3479641,3307892,2116409,3001555
2021-11-01T15:00,2232421,1794756,3388397,3011262,2627773,2737900,3789415,2585365,3363270,4203515,1694267,2969735,2272946,2812605,2153445,3025530,2842703,3661159,1936089,1916260
2021-11-01T15:05,2785465,2074051,3149121,3219847,4499159,2264541,2003278,2862110,3193003,2779117,1892847,2067101,2078207,3253992,2797432,2973171,3874729,2737947,1341108,2248110
2021-11-01T15:10,3397856,2742246,3449496,3183382,3202364,2204381,2455712,2801370,2356547,2871306,2183971,3883564,3248501,3362166,2737270,4064623,3454841,3658942,1440333,2376418
2021-11-01T15:15,2484677,1494972,2747434,2654969,2368985,1750175,3686008,2425439,3432561,2799122,2299417,3478801,1616375,3514482,3625164,2128713,2498886,3164137,2072226,4626308
2021-11-01T15:20,2157717,2011827,2993778,3350710,3839906,2051989,2695159,3256169,2543794,3508841,2543960,2625943,2427836,3208249,3110784,2465237,3561231,2822902,3135506,2147564
2021-11-01T15:25,1628038,2606896,1992232,1658426,3296381,2390423,2256252,3024377,3765639,2945310,2443538,2953091,2450409,3616909,3131568,3076150,3293619,2664817,2348577,2102622
2021-11-01T15:30,2930772,1953004,2534494,2565826,2676600,1799342,3527167,3256355,2672059,2354780,2569812,3486746,2058830,2053937,2667273,2526474,3527621,3233229,2238371,2434924
2021-11-01T15:35,1889389,3476823,3552225,2687550,3343705,2335361,4434198,2479106,2477083,3126053,2988999,3092648,2022375,3093236,2674553,2262433,4283622,3407894,2153443,1838840
2021-11-01T15:40,1817226,1952780,3577878,2886150,3407673,3138405,2329827,4029295,2764238,2318252,3219076,3160414,2004223,3205224,2739596,4029447,3876350,2986379,3135118,2216992
2021-11-01T15:45,2596326,2995964,2171106,2535878,3706032,1208581,3748649,1601534,2394887,2175541,1803377,3092885,1878457,2374389,3379493,3830121,2982254,3036257,2311303,2583118
2021-11-01T15:50,2736036,3093855,2960909,2794193,3872876,2060503,2469407,2734601,2950310,3056393,2575407,2613935,1168637,1814963,2129686,2955236,4603528,3262819,2188964,1630639
2021-11-01T15:55,3147332,1657177,3009865,3716334,3567026,2696344,1981430,2000513,3568628,3941970,2077323,3035096,2831986,2873893,2001820,3050442,3643838,2598822,4384790,3261214
2021-11-01T16:00,3517893,2518721,2526167,2594407,3462378,1991540,4390894,1710966,2246612,3691865,2097317,2214758,2912452,3603744,3700882,4549297,2322374,2930244,1606926,2420556
2021-11-01T16:05,2288939,2305933,2929961,1915131,2226875,2054846,1640383,1720998,2134451,2069478,2203963,2107590,2258840,2141602,2764045,2495502,3221884,2368307,1641250,3034396
2021-11-01T16:10,3004986,1384618,2930402,3821332,3363121,2664352,2369702,2889841,2760617,2698999,1378385,3300738,2675408,3282069,2670036,2992445,2908063,2463719,3454394,3905789
2021-11-01T16:15,2556822,2428559,3855872,2770104,3482236,2678809,4403957,2239126,1582380,2210423,2522894,3442947,2679813,3110082,2195406,3106134,4884124,2453694,3269504,2867124
2021-11-01T16:20,3479512,2363507,1639977,3161954,4551667,2333435,3264386,1557193,3220010,3453313,2216359,2921602,2686973,4455728,2040381,2472682,3455987,3190789,2163982,3203362
2021-11-01T16:25,2804547,3134151,3040759,3714361,4323652,3065399,2946729,1716366,2638562,2427152,3701582,2934917,1220643,1665620,3799766,3262344,3029985,3294446,2004885,2453306
2021-11-01T16:30,2120360,3133651,3029097,2153292,2900056,1586187,3018605,1836836,2781086,2465378,2082732,3607547,2744930,3300332,2558447,1837895,3993745,3479507,2450841,2396474
2021-11-01T16:35,3003377,1328866,4200821,2356352,2755128,2054297,2662880,3268961,3209700,3333170,2483824,1780466,2239370,3579420,2566262,2824700,3737968,4315607,2385176,2034969
2021-11-01T16:40,2739618,2981426,3834514,3006228,2999756,1193621,3171269,2806003,4318343,3901409,2464879,3002432,2976534,2715450,3122352,2284034,3242579,2587340,2822671,2808461
2021-11-01T16:45,2942777,2138259,2472305,2575322,5050894,1589559,2925764,2498125,1342382,2560092,3372450,1438871,1369410,3318104,3255840,2471458,3373905,2386756,3126190,3195532
2021-11-01T16:50,2169763,2276611,2431896,3558316,1523154,1964401,3185807,1821158,3081210,3077968,2380676,4236640,1985631,3609832,2180803,2839389,4136145,3011320,941712,2858325
2021-11-01T16:55,2098885,2435687,1341255,3728406,3983903,1808918,2782501,3168069,2387379,2867903,2473833,2930027,2662892,3224825,2378323,2699206,2802354,2809913,2386838,2990075
2021-11-01T17:00,3203736,2513482,4194527,3082053,3141374,1827651,2258354,2497320,2035312,3357768,1964035,3206251,2710403,2481791,2368367,2815661,2912322,3471739,2535256,2207631
2021-11-01T17:05,3076458,2929087,3077312,2523418,2979168,1043267,3698547,3477780,3098490,2139166,3280040,2531874,2306110,2802373,2827548,3134776,2796727,3469340,2211775,2504795
2021-11-01T17:10,2058857,1384435,2808161,1994779,5242830,2003948,3119300,1887904,3130192,3789570,1727357,3111320,2836322,2619091,4195176,3165947,3501671,3819659,1904152,2829696
2021-11-01T17:15,2232443,2822796,3278120,2884999,4177047,2308942,2458511,1869442,2045933,3374598,2047794,3419336,2994824,3154989,2720313,3001142,3022696,4666847,2038536,2584994
2021-11-01T17:20,3097965,1761021,2983531,2941256,2726094,2253422,3045780,2032177,2382305,2915194,2627678,2872237,2354365,3153677,1550875,2411391,3572794,3050716,1951697,3093124
2021-11-01T17:25,2698888,2007562,2601913,2375525,3835549,1706155,1951898,2584211,3518400,2679271,2326946,2470922,2248703,3737658,3328067,2937203,2515290,2622472,2512776,3987777
2021-11-01T17:30,3073891,1566466,2639393,2803128,2984529,1985659,3227799,2729919,2901333,2686284,2227400,1998155,2053521,2992603,3093639,3641890,3366266,2547146,2900802,2582990
2021-11-01T17:35,1328881,2097980,2327469,1852033,2819022,2184054,3457830,2880644,3106903,3071754,2213467,2946522,2675499,2355128,2786838,3098834,2637241,2083301,2080305,2845653
2021-11-01T17:40,2806655,2987238,2203077,3499611,2269406,2177377,4297371,2749234,3113371,3701460,3491295,2815263,1798496,2549257,3309275,3245835,2705671,1699116,1161688,1998508
2021-11-01T17:45,4253530,2504257,3423734,3815529,3793307,2759306,2520944,2914742,3243469,3531994,2617135,3624686,2916061,1915165,2537688,2817262,3892029,2155021,2015705,3725346
2021-11-01T17:50,2079486,1570196,2329958,2158511,2935412,1647257,2552590,1446728,3043545,2382924,2192604,3517279,1752754,2358725,1476810,3641084,2807627,3556779,2979340,2199202
2021-11-01T17:55,2684022,3195124,1931345,2519092,3217386,1539971,3916477,2202623,3019468,3068829,2505368,1941050,2179898,1637576,2893209,2796462,3164258,2842660,1657331,2587885
2021-11-01T18:00,3095420,2516917,3649465,3070499,4058613,1866189,3737755,2562340,2338444,2626234,4123730,2479499,2310904,3212614,2993051,2345316,3010067,3250971,2109759,3318804
2021-11-01T18:05,2045435,1069410,2414152,1583213,1390158,1857220,2557663,2362943,2992886,3311973,2385348,4506275,2224919,3116642,2603353,3621115,3397963,3363787,2836381,2324189
2021-11-01T18:10,2189080,2484297,2080178,4008519,2841624,1828663,2296460,1912878,2928236,3243266,2533176,3465055,2641175,2987177,2751665,3027721,3229259,3938702,1550213,4074534
2021-11-01T18:15,2189609,1761433,2112703,1724094,2634194,1593264,2786443,2476305,1890502,2704251,2306420,3338769,1970198,2241961,3360062,3297759,3414993,1280825,1073196,1864465
2021-11-01T18:20,1422646,1244257,1759309,2950208,3066570,2351702,3544698,3149700,2978716,3125231,2407105,3501839,1818156,1957352,3350944,4579139,4442684,3581538,2883669,2033923
2021-11-01T18:25,2670403,2431940,2442026,2093517,4229143,1828710,1649875,2122652,1711006,2856172,2918022,1540386,1846424,2396041,2302679,2236923,2487382,3006923,2236673,2757626
2021-11-01T18:30,3121571,2182288,2002298,2560752,3924798,2164283,3847382,1613069,4090759,4382773,2840012,3360430,2651169,3363438,2723860,2069191,3228149,3049973,2914841,2379471
2021-11-01T18:35,3259145,2370995,4014296,2296664,4331298,1231746,3209445,1813437,2940444,3402358,2364930,2017322,2095224,2201760,2190880,3338306,3737698,1435218,1460448,3315605
2021-11-01T18:40,3535907,3040719,2420153,3205150,2476107,2863112,3601230,2180257,1877575,3621194,2546451,2783275,2941277,2616854,2143298,4038381,3010852,3165031,2664282,2014228
2021-11-01T18:45,3117559,3307011,3066288,2453132,3309655,2751335,2764319,3872156,2064619,3204523,2589089,2611266,2418216,3352742,2596779,3172063,3867342,2078998,1975460,1855596
2021-11-01T18:50,2733791,1410204,1933454,3282373,2987325,2632416,2614555,2288505,3684051,2578041,1844033,2444561,2290746,2226955,2611031,2405160,2798452,3830057,1840803,2309905
2021-11-01T18:55,2640597,1819145,3061133,3189287,3852960,2846443,3095470,2665783,2033072,3406468,2494595,2288976,2889267,2869400,2406767,2817576,3775818,3223220,1382693,2971426
2021-11-01T19:00,1683784,2570173,2072264,2240339,4168672,2267842,3612728,3034095,2164223,2440450,2371144,3124501,3812160,3164056,2218916,2465190,4532752,3092872,2438114,3422101
2021-11-01T19:05,2631909,2384664,2491054,3105922,3207992,2169940,2882832,2179141,3137984,2737733,3313799,2999942,3105604,2414163,2881548,2857387,3748802,1627297,2532760,2541588
2021-11-01T19:10,1747969,3214362,2779526,3126786,2173690,1473514,2279828,1486097,3452505,2622760,3284342,3258262,2684135,2229678,2087640,4031138,4009602,3717471,3458099,2563890
2021-11-01T19:15,1876522,1828682,2717473,3327397,2621185,2214140,3625265,2354636,4193519,2634518,2817425,3448677,1557622,2309088,3087903,3369218,2843822,2988301,2367755,2524808
2021-11-01T19:20,2011630,2192611,3094107,1572798,3192115,2546244,3055961,2725565,2787260,4045477,2909074,2842715,2807932,1496808,3533540,2571926,4017144,2402536,2370199,2413082
2021-11-01T19:25,3391891,1887520,2795542,2936698,4069399,3206740,3433100,2981975,3758192,2630429,1854481,2238063,2799559,2450802,1790628,1687497,4905922,2473725,2219347,3257158
2021-11-01T19:30,1916467,3152476,2827613,2129176,3130020,1566124,3365023,3170943,1844459,2889758,2846915,1486438,2431130,2141485,2311260,3005067,4147076,2754353,2448694,1618445
2021-11-01T19:35,2276786,2415077,1569400,2964078,2509422,1471537,2341663,1933315,3801287,3228011,2347605,2959269,2267970,3445965,2245601,3778210,3283547,2085047,3118808,3112369
2021-11-01T19:40,2675601,2482136,1799129,2741822,1359325,2242832,3577231,3234438,2863329,4130873,3044008,2888649,2595624,2176678,2765509,1556763,3225552,2982360,1970561,1030801
2021-11-01T19:45,1811102,2495490,2439902,3270847,3502317,2919787,2864946,2558620,2366874,2371578,2446274,2885119,4131313,3936149,2482889,2449104,3931832,2380518,2854804,2233587
2021-11-01T19:50,2460186,1238752,2976477,2428082,3067135,1576888,3098163,3654184,3562972,2946575,2401619,3682319,2188468,2293737,2381127,2527942,3099533,2322166,3282631,2862641
2021-11-01T19:55,2196642,2651175,2907500,2811217,3737106,2920392,2527220,1605504,2974296,3251968,2204850,2848948,3343761,3146589,2030859,3201000,2427700,3018157,2292515,3954393
2021-11-01T20:00,1542296,1649110,2499068,2020726,4313052,1813895,2237129,2482266,3667953,2667156,2992119,2917396,3972610,3260807,2434329,3284336,3254087,2621857,1771208,2844775
2021-11-01T20:05,1998267,2556792,3462943,2281432,3037880,2334309,2994774,3240313,2497175,3179594,2949218,2227347,2308154,3225640,1511739,2548510,4222241,2509252,1848848,2494375
2021-11-01T20:10,1484111,2298717,3250486,3270376,3622634,1922724,3618453,2474178,2022829,3295780,3573438,3515245,2564978,2757290,2853961,3324429,3524686,3631541,2501455,2779604
2021-11-01T20:15,2711491,3369389,2731625,3432925,3534067,2969819,2600823,2854897,2043549,1953767,2953294,3215864,2185007,3265969,2178895,3509686,2694283,3063587,1807201,1698037
2021-11-01T20:20,3555416,1574370,4072279,2444090,2413025,1122932,2481419,1917195,2867982,2875848,2902049,2999299,2725376,2693372,1918346,3266722,3143040,3087574,2551405,2150886
2021-11-01T20:25,2485827,2397370,3010791,1885803,3331655,1975439,2378517,2447473,3018134,2441048,2013908,3172784,2096360,2469968,2558121,3302826,3281908,3061520,2748184,2898339
2021-11-01T20:30,2298825,2104900,2463084,3566780,3324599,1801302,3948042,2054301,2780224,3085173,2665723,2629813,2368722,2476598,2208329,3030371,3653923,3431976,2550153,2688033
2021-11-01T20:35,2195311,1892916,3169653,3061809,3073600,2979741,1673262,2073886,4111854,3297728,3269581,3106635,1970727,3120925,2407041,3050940,4302733,3672570,2173957,1548573
2021-11-01T20:40,2129920,1999680,1602195,2145113,3300325,1882416,3306185,1545559,2242819,2541541,1994072,4353543,3541846,3026066,2694023,3758208,3932837,4407136,1506248,2569605
2021-11-01T20:45,1984155,2878629,2063065,4000335,3314155,1841313,2844422,1604456,2216763,2750283,3186301,2001098,2340859,3023734,2565392,4929745,3569805,3730410,2441303,2767631
2021-11-01T20:50,2905633,2797324,977880,2666038,5022050,3028077,2528397,1632059,3117198,1864498,3261441,1569628,2846387,1430865,2225082,3690877,3540020,2868590,2674047,2182574
2021-11-01T20:55,2660962,1809831,1590338,2849711,3212851,3189686,2159535,2716462,3110161,3970130,2499464,1979412,2519443,3536818,2691061,2905171,3313742,2995835,1646739,2055835
2021-11-01T21:00,3372393,1878481,3268583,3750888,3414567,1539816,2249433,3416652,2984438,2684166,3349688,2516094,2742019,2960223,2205831,3147808,3825508,1882630,1939836,1912099
2021-11-01T21:05,2610515,2274908,2284680,2399607,3127038,2305789,2659946,1699431,2441832,2701588,1631599,2597414,2255179,2585037,2136182,2561174,2821956,3056342,2738564,2855614
